idx,corruption,aann,corrupted_construction,diff
9947,no_article,an unsatisfying three paintings,unsatisfying three paintings,0.7769341468811035
9947,no_modifier,an unsatisfying three paintings,a three paintings,0.7016043663024902
9947,no_numeral,an unsatisfying three paintings,an unsatisfying paintings,0.44431543350219727
9952,order_swap,an unsatisfying five paintings,a five unsatisfying paintings,0.3541908264160156
9952,no_article,an unsatisfying five paintings,unsatisfying five paintings,0.9221935272216797
9952,no_modifier,an unsatisfying five paintings,a five paintings,0.7694249153137207
9952,no_numeral,an unsatisfying five paintings,an unsatisfying paintings,0.3086428642272949
9963,order_swap,a lovely three books,a three lovely books,0.1930241584777832
9963,no_article,a lovely three books,lovely three books,1.7987217903137207
9963,no_modifier,a lovely three books,a three books,2.1917190551757804
9963,no_numeral,a lovely three books,a lovely books,0.09189176559448242
9967,order_swap,a lovely five paintings,a five lovely paintings,0.20067262649536133
9967,no_article,a lovely five paintings,lovely five paintings,1.119405746459961
9967,no_modifier,a lovely five paintings,a five paintings,1.1410064697265625
9967,no_numeral,a lovely five paintings,a lovely paintings,-0.35675525665283203
9972,order_swap,a lovely twenty paintings,a twenty lovely paintings,0.5045166015625
9972,no_article,a lovely twenty paintings,lovely twenty paintings,1.2596960067749023
9972,no_modifier,a lovely twenty paintings,a twenty paintings,1.4102835655212402
9972,no_numeral,a lovely twenty paintings,a lovely paintings,-0.6703095436096191
9976,order_swap,a beautiful three movies,a three beautiful movies,0.2740035057067871
9976,no_article,a beautiful three movies,beautiful three movies,1.255129337310791
9976,no_modifier,a beautiful three movies,a three movies,0.2491002082824707
9976,no_numeral,a beautiful three movies,a beautiful movies,0.16702842712402344
9977,order_swap,a beautiful three paintings,a three beautiful paintings,-0.4555516242980957
9977,no_article,a beautiful three paintings,beautiful three paintings,1.219099521636963
9977,no_modifier,a beautiful three paintings,a three paintings,0.2912592887878418
9977,no_numeral,a beautiful three paintings,a beautiful paintings,-0.6196107864379883
9991,order_swap,an enchanting three movies,a three enchanting movies,0.06360149383544922
9991,no_article,an enchanting three movies,enchanting three movies,0.7447271347045898
9991,no_modifier,an enchanting three movies,a three movies,1.1278810501098633
9991,no_numeral,an enchanting three movies,an enchanting movies,0.060822486877441406
9992,order_swap,an enchanting three paintings,a three enchanting paintings,-0.17975664138793945
9992,no_article,an enchanting three paintings,enchanting three paintings,0.748744010925293
9992,no_modifier,an enchanting three paintings,a three paintings,1.253549575805664
9992,no_numeral,an enchanting three paintings,an enchanting paintings,-0.40372657775878906
9999,order_swap,an enchanting five shows,a five enchanting shows,0.353726863861084
9999,no_article,an enchanting five shows,enchanting five shows,1.278383731842041
9999,no_modifier,an enchanting five shows,a five shows,2.8659534454345703
9999,no_numeral,an enchanting five shows,an enchanting shows,-0.1906108856201172
10003,order_swap,an enchanting twenty books,a twenty enchanting books,0.3560981750488281
10003,no_article,an enchanting twenty books,enchanting twenty books,1.2775049209594727
10003,no_modifier,an enchanting twenty books,a twenty books,3.3011331558227557
10003,no_numeral,an enchanting twenty books,an enchanting books,-0.6749615669250488
10005,order_swap,an enchanting twenty operas,a twenty enchanting operas,0.5095348358154297
10005,no_article,an enchanting twenty operas,enchanting twenty operas,1.0303621292114258
10005,no_modifier,an enchanting twenty operas,a twenty operas,2.573244571685791
10005,no_numeral,an enchanting twenty operas,an enchanting operas,-0.24475908279418945
10011,order_swap,a soothing five movies,a five soothing movies,0.35991907119750977
10011,no_article,a soothing five movies,soothing five movies,1.2550640106201172
10011,no_modifier,a soothing five movies,a five movies,0.5857734680175781
10011,no_numeral,a soothing five movies,a soothing movies,-0.1488046646118164
10013,order_swap,a soothing five books,a five soothing books,0.46250247955322266
10013,no_article,a soothing five books,soothing five books,1.994741439819336
10013,no_modifier,a soothing five books,a five books,1.6030311584472656
10013,no_numeral,a soothing five books,a soothing books,0.04768657684326172
10031,order_swap,a charming twenty movies,a twenty charming movies,0.18126821517944336
10031,no_article,a charming twenty movies,charming twenty movies,1.1471843719482422
10031,no_modifier,a charming twenty movies,a twenty movies,0.9248409271240234
10031,no_numeral,a charming twenty movies,a charming movies,-1.17529296875
10034,order_swap,a charming twenty shows,a twenty charming shows,0.24804449081420898
10034,no_article,a charming twenty shows,charming twenty shows,1.9432783126831055
10034,no_modifier,a charming twenty shows,a twenty shows,2.0805349349975604
10034,no_numeral,a charming twenty shows,a charming shows,-1.1795201301574707
10035,order_swap,a charming twenty operas,a twenty charming operas,0.33580684661865234
10035,no_article,a charming twenty operas,charming twenty operas,1.3597159385681152
10035,no_modifier,a charming twenty operas,a twenty operas,1.4290599822998047
10035,no_numeral,a charming twenty operas,a charming operas,-0.2850961685180664
10060,order_swap,an uninviting five operas,a five uninviting operas,0.3692154884338379
10060,no_article,an uninviting five operas,uninviting five operas,1.1215643882751465
10060,no_modifier,an uninviting five operas,a five operas,0.4618101119995117
10060,no_numeral,an uninviting five operas,an uninviting operas,0.1293959617614746
10072,order_swap,a haunting five paintings,a five haunting paintings,0.4181022644042969
10072,no_article,a haunting five paintings,haunting five paintings,0.543860912322998
10072,no_modifier,a haunting five paintings,a five paintings,1.1542668342590332
10072,no_numeral,a haunting five paintings,a haunting paintings,-0.5382685661315918
10079,order_swap,a haunting twenty shows,a twenty haunting shows,1.221456527709961
10079,no_article,a haunting twenty shows,haunting twenty shows,1.177924633026123
10079,no_modifier,a haunting twenty shows,a twenty shows,3.3507285118103045
10079,no_numeral,a haunting twenty shows,a haunting shows,-0.6293935775756836
10084,order_swap,a hideous three shows,a three hideous shows,0.2624640464782715
10084,no_article,a hideous three shows,hideous three shows,2.2489147186279297
10084,no_modifier,a hideous three shows,a three shows,0.5201582908630371
10084,no_numeral,a hideous three shows,a hideous shows,0.8254938125610352
10103,order_swap,an ugly five books,a five ugly books,0.4505348205566424
10103,no_article,an ugly five books,ugly five books,2.5883827209472656
10103,no_modifier,an ugly five books,a five books,-0.826263427734375
10103,no_numeral,an ugly five books,an ugly books,0.6527795791625977
10108,order_swap,an ugly twenty books,a twenty ugly books,0.8315267562866211
10108,no_article,an ugly twenty books,ugly twenty books,2.8651390075683594
10108,no_modifier,an ugly twenty books,a twenty books,-0.32649517059325994
10108,no_numeral,an ugly twenty books,an ugly books,0.03754901885986328
10109,order_swap,an ugly twenty shows,a twenty ugly shows,0.9279918670654332
10109,no_article,an ugly twenty shows,ugly twenty shows,2.7338552474975604
10109,no_modifier,an ugly twenty shows,a twenty shows,-0.3650608062744105
10109,no_numeral,an ugly twenty shows,an ugly shows,-0.25735759735107067
10116,order_swap,a mere five movies,a five mere movies,1.9353981018066406
10116,no_article,a mere five movies,mere five movies,2.493938446044922
10116,no_modifier,a mere five movies,a five movies,0.5155124664306641
10116,no_numeral,a mere five movies,a mere movies,2.046173572540283
10123,order_swap,a mere twenty books,a twenty mere books,3.0147714614868164
10123,no_article,a mere twenty books,mere twenty books,4.194255828857422
10123,no_modifier,a mere twenty books,a twenty books,2.086091041564943
10123,no_numeral,a mere twenty books,a mere books,2.184830665588379
10124,order_swap,a mere twenty shows,a twenty mere shows,2.6588797569274902
10124,no_article,a mere twenty shows,mere twenty shows,4.33451509475708
10124,no_modifier,a mere twenty shows,a twenty shows,1.9496445655822772
10124,no_numeral,a mere twenty shows,a mere shows,1.5552315711975098
10129,order_swap,a staggering three shows,a three staggering shows,1.0986099243164062
10129,no_article,a staggering three shows,staggering three shows,1.677231788635254
10129,no_modifier,a staggering three shows,a three shows,2.7865843772888184
10129,no_numeral,a staggering three shows,a staggering shows,1.0973329544067383
10130,order_swap,a staggering three operas,a three staggering operas,0.9891104698181152
10130,no_article,a staggering three operas,staggering three operas,1.4770665168762207
10130,no_modifier,a staggering three operas,a three operas,2.048851490020752
10130,no_numeral,a staggering three operas,a staggering operas,0.9219574928283691
10139,order_swap,a staggering twenty shows,a twenty staggering shows,1.5966129302978516
10139,no_article,a staggering twenty shows,staggering twenty shows,1.812685489654541
10139,no_modifier,a staggering twenty shows,a twenty shows,4.18413019180298
10139,no_numeral,a staggering twenty shows,a staggering shows,0.6020512580871582
10149,order_swap,a whopping five shows,a five whopping shows,1.7184619903564453
10149,no_article,a whopping five shows,whopping five shows,2.3981409072875977
10149,no_modifier,a whopping five shows,a five shows,2.6933608055114746
10149,no_numeral,a whopping five shows,a whopping shows,1.989309310913086
10151,order_swap,a whopping twenty movies,a twenty whopping movies,1.631117343902588
10151,no_article,a whopping twenty movies,whopping twenty movies,1.852431297302246
10151,no_modifier,a whopping twenty movies,a twenty movies,2.115330219268799
10151,no_numeral,a whopping twenty movies,a whopping movies,1.152425765991211
10154,order_swap,a whopping twenty shows,a twenty whopping shows,1.9126777648925781
10154,no_article,a whopping twenty shows,whopping twenty shows,2.595578193664551
10154,no_modifier,a whopping twenty shows,a twenty shows,3.6030273437500018
10154,no_numeral,a whopping twenty shows,a whopping shows,1.5222911834716797
10157,order_swap,a hefty three paintings,a three hefty paintings,0.8516087532043457
10157,no_article,a hefty three paintings,hefty three paintings,2.0652952194213867
10157,no_modifier,a hefty three paintings,a three paintings,0.5350451469421387
10157,no_numeral,a hefty three paintings,a hefty paintings,0.7279791831970215
10162,order_swap,a hefty five paintings,a five hefty paintings,1.2561030387878418
10162,no_article,a hefty five paintings,hefty five paintings,2.177541732788086
10162,no_modifier,a hefty five paintings,a five paintings,0.6823606491088867
10162,no_numeral,a hefty five paintings,a hefty paintings,0.6718015670776367
10164,order_swap,a hefty five shows,a five hefty shows,1.6719107627868652
10164,no_article,a hefty five shows,hefty five shows,2.934523105621338
10164,no_modifier,a hefty five shows,a five shows,1.7703609466552734
10164,no_numeral,a hefty five shows,a hefty shows,1.0814800262451172
10169,order_swap,a hefty twenty shows,a twenty hefty shows,1.5381183624267578
10169,no_article,a hefty twenty shows,hefty twenty shows,3.250364303588867
10169,no_modifier,a hefty twenty shows,a twenty shows,2.3970022201538104
10169,no_numeral,a hefty twenty shows,a hefty shows,0.3314366340637207
10173,order_swap,a paltry three books,a three paltry books,2.249846935272217
10173,no_article,a paltry three books,paltry three books,2.3996567726135254
10173,no_modifier,a paltry three books,a three books,1.9604482650756827
10173,no_numeral,a paltry three books,a paltry books,2.240128993988037
10176,order_swap,a paltry five movies,a five paltry movies,1.618882656097412
10176,no_article,a paltry five movies,paltry five movies,1.7854833602905273
10176,no_modifier,a paltry five movies,a five movies,0.9870796203613281
10176,no_numeral,a paltry five movies,a paltry movies,1.3635821342468262
10178,order_swap,a paltry five books,a five paltry books,2.1820907592773438
10178,no_article,a paltry five books,paltry five books,2.450716018676758
10178,no_modifier,a paltry five books,a five books,2.2603111267089844
10178,no_numeral,a paltry five books,a paltry books,2.082798957824707
10179,order_swap,a paltry five shows,a five paltry shows,2.0543298721313477
10179,no_article,a paltry five shows,paltry five shows,2.508932113647461
10179,no_modifier,a paltry five shows,a five shows,1.9779553413391113
10179,no_numeral,a paltry five shows,a paltry shows,1.6605443954467773
10186,order_swap,a meager three movies,a three meager movies,1.3123559951782227
10186,no_article,a meager three movies,meager three movies,0.9911398887634277
10186,no_modifier,a meager three movies,a three movies,0.4117441177368164
10186,no_numeral,a meager three movies,a meager movies,1.5016999244689941
10196,order_swap,a meager twenty movies,a twenty meager movies,1.29105806350708
10196,no_article,a meager twenty movies,meager twenty movies,1.607877254486084
10196,no_modifier,a meager twenty movies,a twenty movies,1.328343391418457
10196,no_numeral,a meager twenty movies,a meager movies,0.884976863861084
10199,order_swap,a meager twenty shows,a twenty meager shows,1.512540340423584
10199,no_article,a meager twenty shows,meager twenty shows,1.9009242057800293
10199,no_modifier,a meager twenty shows,a twenty shows,2.6209149360656756
10199,no_numeral,a meager twenty shows,a meager shows,0.8865437507629395
10200,order_swap,a meager twenty operas,a twenty meager operas,1.24552583694458
10200,no_article,a meager twenty operas,meager twenty operas,1.4324722290039062
10200,no_modifier,a meager twenty operas,a twenty operas,1.6501407623291016
10200,no_numeral,a meager twenty operas,a meager operas,0.6950469017028809
10202,order_swap,an extra three paintings,a three extra paintings,1.1442747116088867
10202,no_article,an extra three paintings,extra three paintings,1.8546600341796875
10202,no_modifier,an extra three paintings,a three paintings,0.7284355163574219
10202,no_numeral,an extra three paintings,an extra paintings,1.4180679321289062
10203,order_swap,an extra three books,a three extra books,1.5582551956176758
10203,no_article,an extra three books,extra three books,3.018512725830078
10203,no_modifier,an extra three books,a three books,1.7630419731140128
10203,no_numeral,an extra three books,an extra books,2.29036808013916
10206,order_swap,an extra five movies,a five extra movies,1.2472658157348633
10206,no_article,an extra five movies,extra five movies,2.124433994293213
10206,no_modifier,an extra five movies,a five movies,0.8472943305969238
10206,no_numeral,an extra five movies,an extra movies,0.8241105079650879
10210,order_swap,an extra five operas,a five extra operas,1.4287481307983398
10210,no_article,an extra five operas,extra five operas,2.420503616333008
10210,no_modifier,an extra five operas,a five operas,1.0417089462280273
10210,no_numeral,an extra five operas,an extra operas,1.0296826362609863
10219,order_swap,a measly three shows,a three measly shows,0.85832977294921875
10219,no_article,a measly three shows,measly three shows,3.365647792816162
10219,no_modifier,a measly three shows,a three shows,1.690901756286621
10219,no_numeral,a measly three shows,a measly shows,1.8652606010437012
10221,order_swap,a measly five movies,a five measly movies,0.7291440963745117
10221,no_article,a measly five movies,measly five movies,2.522768020629883
10221,no_modifier,a measly five movies,a five movies,1.018895149230957
10221,no_numeral,a measly five movies,a measly movies,1.3250088691711426
10226,order_swap,a measly twenty movies,a twenty measly movies,1.0636258125305176
10226,no_article,a measly twenty movies,measly twenty movies,2.925076484680176
10226,no_modifier,a measly twenty movies,a twenty movies,1.5011639595031738
10226,no_numeral,a measly twenty movies,a measly movies,0.8478541374206543
10232,order_swap,a substantial three paintings,a three substantial paintings,-0.6485176086425781
10232,no_article,a substantial three paintings,substantial three paintings,1.7034149169921875
10232,no_modifier,a substantial three paintings,a three paintings,-0.9453401565551758
10232,no_numeral,a substantial three paintings,a substantial paintings,-0.44504880905151367
10248,order_swap,a record-setting three books,a three record-setting books,1.5440640449523926
10248,no_article,a record-setting three books,record-setting three books,2.0209970474243164
10248,no_modifier,a record-setting three books,a three books,2.6680941581726065
10248,no_numeral,a record-setting three books,a record-setting books,0.8156909942626953
10251,order_swap,a record-setting five movies,a five record-setting movies,1.4786200523376465
10251,no_article,a record-setting five movies,record-setting five movies,1.4458584785461426
10251,no_modifier,a record-setting five movies,a five movies,1.680117130279541
10251,no_numeral,a record-setting five movies,a record-setting movies,0.8279213905334473
10253,order_swap,a record-setting five books,a five record-setting books,1.7636609077453613
10253,no_article,a record-setting five books,record-setting five books,1.98649263381958
10253,no_modifier,a record-setting five books,a five books,3.059601306915283
10253,no_numeral,a record-setting five books,a record-setting books,0.7500052452087402
10254,order_swap,a record-setting five shows,a five record-setting shows,1.644686222076416
10254,no_article,a record-setting five shows,record-setting five shows,1.7716059684753418
10254,no_modifier,a record-setting five shows,a five shows,3.133254051208496
10254,no_numeral,a record-setting five shows,a record-setting shows,0.8354043960571289
10259,order_swap,a record-setting twenty shows,a twenty record-setting shows,1.9582324028015137
10259,no_article,a record-setting twenty shows,record-setting twenty shows,2.131936550140381
10259,no_modifier,a record-setting twenty shows,a twenty shows,4.2139158248901385
10259,no_numeral,a record-setting twenty shows,a record-setting shows,0.5393815040588379
10260,order_swap,a record-setting twenty operas,a twenty record-setting operas,1.5619845390319824
10260,no_article,a record-setting twenty operas,record-setting twenty operas,1.6478228569030762
10260,no_modifier,a record-setting twenty operas,a twenty operas,2.7416067123413086
10260,no_numeral,a record-setting twenty operas,a record-setting operas,0.29441404342651367
10261,order_swap,an astonishing three meters,a three astonishing meters,1.6384811401367188
10261,no_article,an astonishing three meters,astonishing three meters,2.1986517906188965
10261,no_modifier,an astonishing three meters,a three meters,2.267770290374756
10261,no_numeral,an astonishing three meters,an astonishing meters,1.4222426414489746
10262,order_swap,an astonishing three feet,a three astonishing feet,1.7325797080993652
10262,no_article,an astonishing three feet,astonishing three feet,2.392373561859131
10262,no_modifier,an astonishing three feet,a three feet,1.0721869468688965
10262,no_numeral,an astonishing three feet,an astonishing feet,1.4136900901794434
10264,order_swap,an astonishing three blocks,a three astonishing blocks,1.935643196105957
10264,no_article,an astonishing three blocks,astonishing three blocks,2.408097743988037
10264,no_modifier,an astonishing three blocks,a three blocks,2.2263951301574707
10264,no_numeral,an astonishing three blocks,an astonishing blocks,2.1208410263061523
10278,order_swap,an incredible three yards,a three incredible yards,1.4735546112060547
10278,no_article,an incredible three yards,incredible three yards,2.1592259407043457
10278,no_modifier,an incredible three yards,a three yards,2.2718148231506348
10278,no_numeral,an incredible three yards,an incredible yards,1.3537006378173828
10282,order_swap,an incredible five feet,a five incredible feet,1.5149078369140625
10282,no_article,an incredible five feet,incredible five feet,2.1918344497680664
10282,no_modifier,an incredible five feet,a five feet,1.3682126998901367
10282,no_numeral,an incredible five feet,an incredible feet,0.9930896759033203
10287,order_swap,an incredible twenty feet,a twenty incredible feet,1.5982699394226074
10287,no_article,an incredible twenty feet,incredible twenty feet,2.3826613426208496
10287,no_modifier,an incredible twenty feet,a twenty feet,1.0951323509216309
10287,no_numeral,an incredible twenty feet,an incredible feet,0.8786530494689941
10292,order_swap,an impressive three feet,a three impressive feet,1.9872980117797852
10292,no_article,an impressive three feet,impressive three feet,2.4635071754455566
10292,no_modifier,an impressive three feet,a three feet,1.2170310020446777
10292,no_numeral,an impressive three feet,an impressive feet,1.3157339096069336
10295,order_swap,an impressive three steps,a three impressive steps,1.5495567321777344
10295,no_article,an impressive three steps,impressive three steps,2.2185144424438477
10295,no_modifier,an impressive three steps,a three steps,2.1886258125305176
10295,no_numeral,an impressive three steps,an impressive steps,0.9662938117980957
10298,order_swap,an impressive five yards,a five impressive yards,2.136223793029785
10298,no_article,an impressive five yards,impressive five yards,2.5005574226379395
10298,no_modifier,an impressive five yards,a five yards,2.6514015197753906
10298,no_numeral,an impressive five yards,an impressive yards,1.5838589668273926
10300,order_swap,an impressive five steps,a five impressive steps,1.5860586166381836
10300,no_article,an impressive five steps,impressive five steps,2.31960391998291
10300,no_modifier,an impressive five steps,a five steps,2.4304003715515137
10300,no_numeral,an impressive five steps,an impressive steps,0.8423304557800293
10309,order_swap,a disappointing three blocks,a three disappointing blocks,1.4163727760314941
10309,no_article,a disappointing three blocks,disappointing three blocks,2.2942748069763184
10309,no_modifier,a disappointing three blocks,a three blocks,1.0804142951965332
10309,no_numeral,a disappointing three blocks,a disappointing blocks,1.7524633407592773
10310,order_swap,a disappointing three steps,a three disappointing steps,1.2144951820373535
10310,no_article,a disappointing three steps,disappointing three steps,2.180079936981201
10310,no_modifier,a disappointing three steps,a three steps,1.2524137496948242
10310,no_numeral,a disappointing three steps,a disappointing steps,1.384242057800293
10314,order_swap,a disappointing five blocks,a five disappointing blocks,1.6813311576843262
10314,no_article,a disappointing five blocks,disappointing five blocks,2.2615113258361816
10314,no_modifier,a disappointing five blocks,a five blocks,0.8610434532165527
10314,no_numeral,a disappointing five blocks,a disappointing blocks,1.5876150131225586
10315,order_swap,a disappointing five steps,a five disappointing steps,1.2422537803649902
10315,no_article,a disappointing five steps,disappointing five steps,2.194704055786133
10315,no_modifier,a disappointing five steps,a five steps,1.3330225944519043
10315,no_numeral,a disappointing five steps,a disappointing steps,1.0991129875183105
10318,order_swap,a disappointing twenty yards,a twenty disappointing yards,1.4862613677978516
10318,no_article,a disappointing twenty yards,disappointing twenty yards,2.536513328552246
10318,no_modifier,a disappointing twenty yards,a twenty yards,1.3642816543579102
10318,no_numeral,a disappointing twenty yards,a disappointing yards,1.4307584762573242
10321,order_swap,a surprising three meters,a three surprising meters,2.1662702560424805
10321,no_article,a surprising three meters,surprising three meters,3.126546859741209
10321,no_modifier,a surprising three meters,a three meters,0.9167685508728027
10321,no_numeral,a surprising three meters,a surprising meters,2.724308967590332
10327,order_swap,a surprising five feet,a five surprising feet,2.2255325317382812
10327,no_article,a surprising five feet,surprising five feet,3.4608144760131836
10327,no_modifier,a surprising five feet,a five feet,-0.03620338439941406
10327,no_numeral,a surprising five feet,a surprising feet,2.4671058654785156
10329,order_swap,a surprising five blocks,a five surprising blocks,2.7996811866760254
10329,no_article,a surprising five blocks,surprising five blocks,3.067772388458252
10329,no_modifier,a surprising five blocks,a five blocks,0.946589469909668
10329,no_numeral,a surprising five blocks,a surprising blocks,3.2513699531555176
10331,order_swap,a surprising twenty meters,a twenty surprising meters,2.354663848876953
10331,no_article,a surprising twenty meters,surprising twenty meters,2.818349838256836
10331,no_modifier,a surprising twenty meters,a twenty meters,0.2667264938354492
10331,no_numeral,a surprising twenty meters,a surprising meters,2.1370697021484375
10332,order_swap,a surprising twenty feet,a twenty surprising feet,2.3085832595825195
10332,no_article,a surprising twenty feet,surprising twenty feet,3.2545890808105487
10332,no_modifier,a surprising twenty feet,a twenty feet,-0.5192527770996094
10332,no_numeral,a surprising twenty feet,a surprising feet,2.1427001953125
10333,order_swap,a surprising twenty yards,a twenty surprising yards,3.028792381286621
10333,no_article,a surprising twenty yards,surprising twenty yards,3.265127182006836
10333,no_modifier,a surprising twenty yards,a twenty yards,0.8810234069824219
10333,no_numeral,a surprising twenty yards,a surprising yards,2.409482002258301
10339,order_swap,a devastating three blocks,a three devastating blocks,0.8288631439208984
10339,no_article,a devastating three blocks,devastating three blocks,1.6870722770690918
10339,no_modifier,a devastating three blocks,a three blocks,1.7854185104370117
10339,no_numeral,a devastating three blocks,a devastating blocks,0.9821066856384277
10347,order_swap,a devastating twenty feet,a twenty devastating feet,1.360546588897705
10347,no_article,a devastating twenty feet,devastating twenty feet,1.5155525207519531
10347,no_modifier,a devastating twenty feet,a twenty feet,0.8670806884765625
10347,no_numeral,a devastating twenty feet,a devastating feet,0.5712957382202148
10348,order_swap,a devastating twenty yards,a twenty devastating yards,1.683098316192627
10348,no_article,a devastating twenty yards,devastating twenty yards,1.5954875946044922
10348,no_modifier,a devastating twenty yards,a twenty yards,2.554251194000244
10348,no_numeral,a devastating twenty yards,a devastating yards,1.0384268760681152
10352,order_swap,a pathetic three feet,a three pathetic feet,1.8062748908996582
10352,no_article,a pathetic three feet,pathetic three feet,2.576064109802246
10352,no_modifier,a pathetic three feet,a three feet,0.6827249526977539
10352,no_numeral,a pathetic three feet,a pathetic feet,1.379796028137207
10353,order_swap,a pathetic three yards,a three pathetic yards,1.6860647201538086
10353,no_article,a pathetic three yards,pathetic three yards,2.632415294647217
10353,no_modifier,a pathetic three yards,a three yards,1.725980281829834
10353,no_numeral,a pathetic three yards,a pathetic yards,2.025615692138672
10354,order_swap,a pathetic three blocks,a three pathetic blocks,1.6980152130126953
10354,no_article,a pathetic three blocks,pathetic three blocks,2.3956685066223145
10354,no_modifier,a pathetic three blocks,a three blocks,1.5999975204467773
10354,no_numeral,a pathetic three blocks,a pathetic blocks,2.2735581398010254
10360,order_swap,a pathetic five steps,a five pathetic steps,1.126901626586914
10360,no_article,a pathetic five steps,pathetic five steps,2.721330165863037
10360,no_modifier,a pathetic five steps,a five steps,1.8004865646362305
10360,no_numeral,a pathetic five steps,a pathetic steps,0.8126301765441895
10362,order_swap,a pathetic twenty feet,a twenty pathetic feet,1.5515174865722656
10362,no_article,a pathetic twenty feet,pathetic twenty feet,2.9333767890930176
10362,no_modifier,a pathetic twenty feet,a twenty feet,0.6086058616638184
10362,no_numeral,a pathetic twenty feet,a pathetic feet,1.221545696258545
10368,order_swap,a remarkable three yards,a three remarkable yards,1.9063529968261719
10368,no_article,a remarkable three yards,remarkable three yards,3.08648681640625
10368,no_modifier,a remarkable three yards,a three yards,0.9387726783752441
10368,no_numeral,a remarkable three yards,a remarkable yards,2.432053565979004
10372,order_swap,a remarkable five feet,a five remarkable feet,2.2051658630371094
10372,no_article,a remarkable five feet,remarkable five feet,3.236514091491699
10372,no_modifier,a remarkable five feet,a five feet,-0.089748382568359375
10372,no_numeral,a remarkable five feet,a remarkable feet,1.9422664642333984
10377,order_swap,a remarkable twenty feet,a twenty remarkable feet,2.0755138397216797
10377,no_article,a remarkable twenty feet,remarkable twenty feet,3.578963279724121
10377,no_modifier,a remarkable twenty feet,a twenty feet,-0.44561195373535156
10377,no_numeral,a remarkable twenty feet,a remarkable feet,1.745046615600586
10378,order_swap,a remarkable twenty yards,a twenty remarkable yards,2.2898216247558594
10378,no_article,a remarkable twenty yards,remarkable twenty yards,3.4358577728271484
10378,no_modifier,a remarkable twenty yards,a twenty yards,0.8935518264770508
10378,no_numeral,a remarkable twenty yards,a remarkable yards,2.143482208251953
10381,order_swap,a mediocre three meters,a three mediocre meters,0.97338104248046875
10381,no_article,a mediocre three meters,mediocre three meters,2.045485019683838
10381,no_modifier,a mediocre three meters,a three meters,2.260788917541504
10381,no_numeral,a mediocre three meters,a mediocre meters,0.7239503860473633
10382,order_swap,a mediocre three feet,a three mediocre feet,1.060539722442627
10382,no_article,a mediocre three feet,mediocre three feet,1.7984347343444824
10382,no_modifier,a mediocre three feet,a three feet,1.1431527137756348
10382,no_numeral,a mediocre three feet,a mediocre feet,0.6958603858947754
10389,order_swap,a mediocre five blocks,a five mediocre blocks,1.1122040748596191
10389,no_article,a mediocre five blocks,mediocre five blocks,1.453005313873291
10389,no_modifier,a mediocre five blocks,a five blocks,1.850630760192871
10389,no_numeral,a mediocre five blocks,a mediocre blocks,0.7900834083557129
10391,order_swap,a mediocre twenty meters,a twenty mediocre meters,1.512434959411621
10391,no_article,a mediocre twenty meters,mediocre twenty meters,1.996950626373291
10391,no_modifier,a mediocre twenty meters,a twenty meters,2.254910945892334
10391,no_numeral,a mediocre twenty meters,a mediocre meters,0.7808752059936523
10395,order_swap,a mediocre twenty steps,a twenty mediocre steps,1.0271058082580566
10395,no_article,a mediocre twenty steps,mediocre twenty steps,1.9677720069885254
10395,no_modifier,a mediocre twenty steps,a twenty steps,2.3489322662353516
10395,no_numeral,a mediocre twenty steps,a mediocre steps,0.2521629333496094
10396,order_swap,an unsatisfying three meters,a three unsatisfying meters,0.7944846153259277
10396,no_article,an unsatisfying three meters,unsatisfying three meters,1.4161090850830078
10396,no_modifier,an unsatisfying three meters,a three meters,1.9245576858520508
10396,no_numeral,an unsatisfying three meters,an unsatisfying meters,1.0429749488830566
10402,order_swap,an unsatisfying five feet,a five unsatisfying feet,1.2532434463500977
10402,no_article,an unsatisfying five feet,unsatisfying five feet,1.6193242073059082
10402,no_modifier,an unsatisfying five feet,a five feet,1.2402777671813965
10402,no_numeral,an unsatisfying five feet,an unsatisfying feet,1.0993638038635254
10404,order_swap,an unsatisfying five blocks,a five unsatisfying blocks,1.297309398651123
10404,no_article,an unsatisfying five blocks,unsatisfying five blocks,1.5337915420532227
10404,no_modifier,an unsatisfying five blocks,a five blocks,1.8005146980285645
10404,no_numeral,an unsatisfying five blocks,an unsatisfying blocks,1.3500466346740723
10406,order_swap,an unsatisfying twenty meters,a twenty unsatisfying meters,1.5217194557189941
10406,no_article,an unsatisfying twenty meters,unsatisfying twenty meters,1.3654937744140625
10406,no_modifier,an unsatisfying twenty meters,a twenty meters,1.7939400672912598
10406,no_numeral,an unsatisfying twenty meters,an unsatisfying meters,0.9751601219177246
10407,order_swap,an unsatisfying twenty feet,a twenty unsatisfying feet,1.6783647537231445
10407,no_article,an unsatisfying twenty feet,unsatisfying twenty feet,1.469482421875
10407,no_modifier,an unsatisfying twenty feet,a twenty feet,0.9745478630065918
10407,no_numeral,an unsatisfying twenty feet,an unsatisfying feet,0.9922776222229004
10408,order_swap,an unsatisfying twenty yards,a twenty unsatisfying yards,2.003683567047119
10408,no_article,an unsatisfying twenty yards,unsatisfying twenty yards,1.716766357421875
10408,no_modifier,an unsatisfying twenty yards,a twenty yards,2.308772087097168
10408,no_numeral,an unsatisfying twenty yards,an unsatisfying yards,1.3382625579833984
10409,order_swap,an unsatisfying twenty blocks,a twenty unsatisfying blocks,1.998042106628418
