sentence_idx,PREP,ADJ,PRON,VERB,sentence
4674110,than,more,we,do,- any more than we do.
4675082,as,crazy,it,sounds,That's not as crazy as it sounds.
4685157,as,larger,it,rolls,"It means as things go on, they get more serious in the same way that a snowball gets larger as it rolls."
4687067,as,such,it,is,"toil, such as it is, go toward the purchase of luxuries merely."
4687711,as,such,it,is,"Our altruism, such as it is, has nothing abstract about it."
4692622,as,much,you,like,Eat as much as you like.
4693428,than,more,we,do,- any more than we do.
4708398,than,better,I,am,"Everybody's bound to be better than I am, yes."
4713186,as,Young,they,are,"Young as they are, there"
4727552,as,many,you,can,As many as you can get.
4729072,as,buggy,it,is,"So remember, if you've been getting out of the building, you actually found the early passionate customer segments or people inside those segments that will buy your product even unfinished or unbuilt or buggy as it is."
4731047,than,older,we,are,"years older than we are, and we aren't calves any more."""
4742707,as,juicy,it,sounds,Not as juicy as it sounds.
4750348,as,Parisian,you,can,"According to her daughter, actress Angelina Jolie, Bertrand was often wrongly identified as a French actress, with Jolie saying, ""My mom is as far from French Parisian as you can get."
4757072,than,more,it,produces,This country has started consuming considerably more than it produces.
4773897,than,more,I,can,I've already got more than I can handle.
4775372,as,feeble,you,might,little—well—feeble as you might say.
4786015,as,Good,It,Gets,"He starred in over twenty movies, and was nominated for an Academy Award for his role in ""As Good as It Gets""."
4809721,than,more,you,do,knowing a good deal about him--perhaps more than you do.
4811143,than,more,we,do,more than we do.
4819789,as,Slow,they,want,Slow as they want.
4820363,as,straightforward,you,imply,"As you know, Madam President, that isn't as straightforward as you imply."
4823753,as,mysterious,I,am,Some enterprising reporter will dig around and find out she's as intriguing and mysterious as I am.
4824065,as,mysterious,I,am,[On video] Some enterprising reporter will dig around and find out she's as intriguing and mysterious as I am.
4827931,as,mysterious,I,am,And find out she's as intriguing and mysterious as I am.
4828599,than,greater,it,is,You have thus acted against divine principles and your sin cannot be greater than it is.
4870592,than,grounded,I,am,[Jason] Can't get more grounded than I am.
4888460,than,older,he,is,"He's stuck with that girl I say cos I mean she's a lot older than he is, but they're stuck together  yeah, cos Carol must be near my age"
4908494,as,precise,we,could,"Er, it's because we don't write down the stuff, we're not as pr , precise as we could be."
4915508,as,easy,we,talk,"Jai, what you said is not as easy as we talk."
4921831,as,loud,they,want,The user can control the volume on each channel or sound source to be as loud as they want.
4922793,as,crazy,he,is,"Well, good, because if you take this job with Castor, you're as crazy as he is."
4923166,as,such,it,is,"dinner got ready for fifteen; but you're welcome to it, such as it is."
4924851,than,tougher,it,looks,"""It's tougher than it looks!"""
4925045,as,same,you,do,"_Brown-faced man._ Free State, same as you do."
4926850,as,crazy,he,is,"Well, good, because if you take this job with Castor, you're as crazy as he is."
4933735,than,more,he,could,It was more than he could bear.
4953109,than,more,you,would,"And he answered: ""Yes, there are many--more than you would believe."""
4973732,than,more,you,have,"In Buddhism, Nirvana is the state of perfect peace free from reincarnation reached by not wanting more than you have."
4976703,as,safe,you,imagine,"“First of all, I don't think he is so safe as you imagine."
4990903,as,encouraging,you,are,Let's just say... not all fathers are as encouraging as you are.
4993457,than,lower,it,is,"With a few exceptions, the shelf break is located at a remarkably uniform depth of roughly ; this is likely a hallmark of past ice ages, when sea level was lower than it is now.p43"
4993786,as,wise,you,are,"Mr. President, as wise as you are, you cannot presume to know what God is thinking."
5010846,than,More,you,think,More than you think.
5011495,as,dangerous,it,is,"And I was tel telling, I didn't realize that erm  not getting  a fa erm a squint patched was erm  as dangerous as it is, as, I was told by the ophthalamagist that she could, he could lose his eyesight if he hadn't erm  didn't get his eye patched because they will stop using the eye, and the eyesight would go."
5015588,as,old,you,are,He wouldn't believe I had a cousin as old as you are.
5020348,as,odd,it,seems,"- Getting in Elliot's head, as odd as it seems, is, you know, something I really enjoy, youknow,to go  intohispsychosis, whathe'ssufferingthrough, thegoodin him, thebad,theugly."
5024780,than,important,she,is,Emma always said that I thought that the job was more important than she is.
5040041,as,Big,it,is,"Big as it is, the Orion nebula is just part of an even larger star-forming area known as the Orion complex."
5054734,than,cleverer,you,are,"His name is popularly known because of Orgel's rules, credited to him, particularly Orgel's Second Rule: ""Evolution is cleverer than you are""."
5058591,as,free,we,wish,"Lying at the border, the only advantage is to be free as we wish."
5062658,than,bigger,I,am,And you're ten times bigger than I am.
5070334,as,much,He,needs,As much as He needs.
5070340,as,much,we,can,As much as we can bear.
5071782,than,more,they,could,The Turks were not taking more than they could help.
5078412,as,good,you,are,"As good as you are, though, I know full well how much better you can be and it's with that spirit that I've prepared a message today."
5081987,as,simple,it,might,is not so simple as it might seem.
5086393,than,worse,you,know,It's worse than you know.
5090793,as,good,I,am,"And when I go to Wales for a holiday and there are Welshmen, they're just as good as I am, some can sing so much nicer, and I've worked with Scotsmen in engineering factories, and there's no better engineers than Scotsmen, but they don't necessarily call them British."
5097924,as,much,you,like,"Have a, take as much as you like, there's another packet there"
5099709,than,better,he,is,His daughter is better than he is.
5106232,as,surprising,it,may,"body, for, surprising as it may seem, the distance from the crown to"
5107510,than,dumber,I,think,"Unless he's dumber than I think, he won't wait until his lease is up."
5109034,than,younger,you,might,The purpose of this section is to show you that the US government has radically shifted the rules during times of emergency and that our monetary system is really a lot younger than you might think.
5115989,than,more,he,wants,"Never coax baby to take more than he wants, or needs."
5116080,than,dumber,I,think,"Unless he's dumber than I think, he won't wait until his lease is up."
5121280,as,ill,you,know,"And Mrs  is ill as you know, Rhoda is ill."
5125598,than,dumber,I,think,"Unless he's dumber than I think, he won't wait until his lease is up."
5126282,than,dangerous,you,know,"""It was more dangerous than you know, Rhoda."""
5129535,as,arrogant,I,am,"It would seem, Father, that in your own way, you are as arrogant as I am."
5137965,than,smarter,we,think,"""Maybe he's smarter than we think."
5145590,as,stupid,you,think,I'm not that stupid as you think.
5163772,than,other,they,are,"They choose to remain comfortably within the bounds of their own experience, never troubling to wonder how it would feel to have been born other than they are."
5169820,than,more,they,do,"Erm  you know people know the answers  questions or they've got an idea  material  of your own experience you know a lot more than they do, but it's good technique to throw it back to the group."
5192283,as,weak,you,think,I'm not as weak as you think.
5209989,as,young,you,are,"And the way people will talk about you, the way some day, as young as you are, try to imagine some of us, the way your grandchildren will talk about you."
5210683,as,big,you,are,she's almost as big as you are .
5213854,as,stubborn,he,looks,He's not as stubborn as he looks.
5217046,as,brief,he,pleases,"be as brief as he pleases, and should be brief, unless his talent is"
5222583,than,older,she,is,"You're some older than she is."""
5235127,than,older,I,am,I call her little in spite of the fact that she's somewhat older than I am.
5240698,as,alone,she,is,You didn't need to be so cruel to someone as alone as she is.
5241990,as,close,you,are,And death was as close as you are.
5246503,as,hungry,you,can,"You're as hungry as you can be, aren't you now?"""
5247206,than,stronger,I,am,"Uh...you're acting like -- you're treating me as if I'm stronger than I am, and I want you to... protect me more, and be nicer to me."
5248466,than,older,I,am,"I call her ""little"" though she's older than I am."
5250190,than,more,I,say,"I know you hate me to talk sentimental but believe me, I feel more than I say."
5257486,than,nuttier,I,am,He's nuttier than I am.
5264709,than,older,I,am,"brother John, who is several years older than I am, performed one of"
5266134,as,good,it,can,Don't you want the show to be as good as it can be?
5270647,as,alive,you,can,alive as you can be .
5271004,than,complex,it,should,It makes it far more complex than it should be.
5271318,as,looking,you,sound,- Are you as ugly-looking as you sound?
5276283,as,heavy,she,is,This bag is as heavy as she is.
5276382,than,polite,I,am,"permit a poor, ignorant, coloured man to be more polite than I am?"""
5284434,as,dirty,he,does,"She is also, according to Watterson, the only person Calvin truly fears— certainly she is his equal in sneakiness, and is willing to play as dirty as he does."
5302062,than,difficult,you,think,"so er mm but, you know, so er given that it's a sort of fairly discursive thing it's, it's, you know, it's probably, in some ways it's probably less difficult than you think."
5306959,than,better,she,should,"tatterdemalion, and your mother no better than she should be?"
5309583,than,more,one,can,"else, is more than one can tell."
5313473,as,close,it,goes,that's as close as it goes ?
5323404,than,intelligent,we,are,"If we find life out there, and it's not us, we will deem it not intelligent, but what may be equally as likely is that we find life that is vastly more intelligent than we are."
5323490,as,smart,we,are,"If we find some creatures, not as smart as we are, I think they would make interesting subjects to explore what they are made of, how they work, what's their biology, what do they eat, do they eat, maybe they just receive sunlight."
5335925,than,more,I,can,way they do is more than I can understand.
5336471,than,important,I,do,"You think that Abbey Life's more important than I do, d'ya want this?"
5339640,as,much,I,do,So that's how I know as much as I do.
5341751,as,easy,it,looks,not everything is as easy as it looks ?
5346369,as,Hungry,we,can,"Hungry as we can be,"
5347279,as,mad,she,could,"Mamie was mad as she could be,"
5354908,as,much,you,can,You cannot see as much as you can hear.
5379065,than,smarter,we,are,"A real attacker, we always want to assume in security, is going to be luckier, more resourceful, and smarter than we are."
5389760,as,many,you,like,"as many as you like, keep putting lots and lots and lots of extra wires on."
5402138,as,crazy,you,want,And you can go as crazy as you want.
5405231,as,stunned,you,are,"I'm as stunned as you are, Blake."
5414298,as,good,it,gets,- That's as good as it gets.
5418970,than,terrible,you,can,These men have been attacked by a technology more advanced and more terrible than you can imagine.
5438007,as,mellow,I,like,"I find it so, it's not as mellow as I like."
5439810,AS,MUCH,THEY,COULD,WITH AS MUCH AS THEY COULD TAKE.
5442588,AS,DUMB,YOU,THINK,I AM NOT AS DUMB AS YOU THINK.
5447614,as,important,it,goes,It's getting more and more important as it goes.
5458257,as,good,it,is,"The fanlight pattern, good as it is, fails"
5458541,than,likable,he,is,who was more popular and likable than he is.
5462103,as,unbiased,they,could,"I have to say, relatively er in an erm unbiased as unbiased as they could be."
5474073,than,Older,you,'ll,"Older than you'll be, because you started earlier."
5475685,as,great,you,are,"Frog, as great as you are, do I look like a pimp?"
5478391,than,more,I,can,"Cleveland, and regret, more than I can express, that I am unable to"
5479969,as,brave,they,come,"man, and as brave as they come."
5483656,as,large,we,are,"giants five times as large as we are, and many times more powerful."""
5495844,than,bigger,I,am,"And you're ten times bigger than I am, stupid!"
5497838,as,flextible,it,is,"little anoying that, that to do list, as friendly as flextible as it is, is mandatory."
5504612,than,bigger,I,am,"And you're ten times bigger than I am, stupid!"
5517060,as,desperate,I,am,I wonder if he has a plan or if he's just as desperate as I am.
5527201,than,better,they,are,I know they could be much better than they are.
5537456,than,more,you,can,"""Bite off more than you can chew, and then chew like hell"""
5539892,than,better,they,are,"You see, I have my own ideas about what newspapers should be... and I know they can be a great deal better than they are."
5540838,than,curious,you,think,The man on the subway is more curious than you think.
5541602,as,entertaining,it,is,"Eric Harrison of the ""Houston Chronicle"" praised the direction of Liman: ""The Bourne Identity shouldn’t be half as entertaining as it is, but director Doug Liman and his colleagues have managed to pack it with enough action to satisfy the boom-bam crowd without a huge sacrifice of character and mood."""
5546982,than,greater,she,could,greater than she could bear.
5547260,than,older,I,am,"Hazel is more than a year older than I am, and she never"
5547264,as,rude,she,could,"She was as rude as she could be, and"
5549320,than,surprised,we,are,You're no more surprised than we are.
5555378,as,bad,we,are,As bad as we are.
5561211,as,arbitrary,they,are,"The capping limits, unfair and arbitrary as they are, are again imposing a straight jacket."
5561325,than,taller,I,am,"for you; you're an inch taller than I am, though you're so much"
5568414,as,angry,you,hear,I am angry as you hear.
5573861,as,careless,you,wish,"as careless as you wish, and no one thinks anything about it."""
5574341,as,sure,you,want,As sure as you want.
5575166,as,happy,I,am,"""Almost as happy as I am."
5576827,than,more,she,could,The reality was so different that it was more than she could bear.
5586086,as,much,you,like,".fuck off, you're allowed to swear as much as you like."
5586843,than,connected,we,think,But I'd also like to point out that the oceans are much more connected than we think.
5589841,as,decent,it,goes,That looks decent as it goes.
5591681,as,posh,it,sounds,G: was it really as posh as it sounds?
5603218,than,more,it,earns,"A balanced budget amendment is a rule in the United States Constitution that requires the government's yearly budget to spend no more than it earns, so the government does not have to borrow money."
5604330,as,easy,it,looks,"Trust me, it's not as easy as it looks."
5622048,as,difficult,it,is,"I think, as difficult as it is, I've told my son that I think he could"
5656560,as,numerous,you,can,"However, the ranks are much more numerous as you can see."
5661036,as,confused,I,am,"Well Chairman I'm grateful for that, that information, what it says is that er, everybody else is just as confused as I am."
5662796,as,bad,we,have,"The police have a similar problem, erm, but not, not as bad as we have."
5662966,as,refined,they,are,"refined as they are, it would be quite impossible for men to do"
5665317,as,simple,it,appears,But it's not as simple as it appears.
5668589,as,old,he,seems,"In reality, he is not actually as old as he seems."
5670584,than,smarter,I,am,"smarter than I am, for I reckon I shan't be able to do that for another"
5689706,than,quicker,he,could,"quicker than he could throw, and I wanted to prove it to him."
5693111,as,clever,you,would,"Claudia Puig of ""USA Today"" said ""for a movie about the power of imagination, ""Bridge to Terabithia"" is not as clever as you would hope""."
5693347,than,smaller,you,think,The gap between your theorists and ours is smaller than you think.
5696495,than,higher,you,are,is it higher than you are ?
5704829,as,improbable,it,seems,"improbable as it seems, there is more reason to believe than there is to"
5707093,as,real,it,gets,That's as real as it gets.
5710252,as,sweet,you,look,Be as sweet as you look.
5710495,than,older,he,is,Hugh has two sisters and a brother and all of them are older than he is.
5714902,as,shy,we,get,"Well, now this is just about as shy as we get."
5716569,than,lousier,you,are,He's just a little bit lousier than you are.
5734731,as,comfortable,it,can,That's kind of the point of this series of classes too is to get you to look at your home a little differently so that you'll be able to diagnose and change some of the ways you might be wasting energy and if you ever build a new home you will can see what you need to be looking for from your builder to ensure your home can be as energy efficient and as comfortable as it can be .
5734955,as,easy,it,seems,To do that we have to differentiate between the inside of a house and the outside of a house which sounds pretty easy but in some houses and some designs it's not as easy as it seems.
5736472,as,efficient,you,can,"So, you want to have as few windows as you can comfortably get away with and you want to have those windows be as energy efficient as you can afford."
5741971,as,such,I,must,"to die on the gallows, as such as I must end, I would have one blessed"
5742766,as,pleased,I,am,"Well, I'm sure you're as pleased as I am."
5748873,as,effective,it,can,"If you're going to, if you're going to provide the service you have to be careful that it, it is being effective, as effective as it can be, does it need to be more effective and should it be operating all week."
5750876,as,close,you,can,"There's an old saying that there's not such thing as a free lunch, but this is about as close as you can get."
5752036,as,kind,you,are,"As kind as you are, I don't think we can accept the invitation."
5757848,as,bad,I,feel,"Alright, this sucks, but as bad as I feel, I'm sure Dr Townshend feels even worse for making me to do the procedure."
5766912,as,solid,one,would,"James Lee, who is definitely the world's foremost demographer of China, he has no doubt, even though the data's not as solid as one would like, he has no doubt that it was infrequent sexual activity that"
5770019,as,happy,they,say,"I finished university before Ramadan (July 2012) and I'm now staying with them at home and I'm taking care of the kids but I can't take her place we miss her a lot we cry on a daily basis--every day and her daughter Mawada studies in university and comes back home everyday we feel a huge loss and we want her to get out by any means we are under a lot emotional pressure and can't handle any more and we want her out by any means as you see the house is sad even when we laugh; from inside we are not happy as they say, nothing is like a mother although she has been in detention for 9 months we don't know what to expect from legal procedures they should put her through a trial so we know that she has been put to trial for a reason until today her trial has been delayed for various reasons such as the absence of the investigator for medical reasons and the absence of the complainant who said that they were not informed/invited"
5776313,as,good,you,do,"Kind of makes coming to this place more fun just knowing you're walking around, looking as good as you do."
5789018,as,Steady,she,goes,Steady as she goes.
5794076,as,many,you,can,As many as you can spare.
5802248,as,big,you,please,"Get up in the morning, he'd have a cup of coffee and a cigarette... right at the breakfast table, big as you please."
5806349,than,more,you,can,"It's almost like in a state where you can do no wrong, a state where you are all that you can be, but even more than you can imagine."
5806689,as,dysfunctional,they,may,"Am I loved, or do I need to pull out my skill set dysfunctional as they may be, do I need to pull them out?"""
5818626,as,smashed,I,am,He is as smashed as I am.
5818632,as,smashed,I,am,He is as smashed as I am.
5818639,as,smashed,I,am,He is as smashed as I am.
5818646,as,smashed,I,am,He is as smashed as I am.
5818652,as,smashed,I,am,He is as smashed as I am.
5818681,as,smashed,I,am,"The Oche isn't, he has been drinking water all smashed as I am."
5828286,as,deep,you,are,I'm in this just as deep as you are.
5830897,as,dirty,they,come,He's as dirty as they come.
5831026,as,sick,it,sounds,"As sick as it sounds, it makes sense, that they would be better positioned to succeed, in their quest for absolute control, if there are fewer of us to manage."
5831832,as,powerful,they,are,"But as powerful as they are, the architects of the new world order can not create their threatful vision, without our collusion."
5839506,as,tame,they,are,"standpoint of completed constitutional ""achievements"": tame as they are,"
5853658,as,fat,he,is,"If it was not... if the person he is was not enough, he really has a sound which is so good and so fat as he is."
5854173,than,stronger,you,think,You're stronger than you think.
5865991,as,same,we,are,"I mean they they're all  er some, some countries which we call demo democracies erm aren't the same as we are, they're"
5866455,than,lesser,it,is,"America has got to do that, Russia is broken up  so it's  lesser than it is, in fact it's going down, if only they'd look, but you see they can't do it now without outside help."
5873219,than,older,I,am,"He's older than I am, and he earns a good"
5878752,as,super,it,is,that's super as it is .
5893719,than,lowere,they,expect,"Many employees are in the assumption that just because they were working and paying taxes, they are actually paying in to social security, but again, many government employees, state and local do not pay into social security and therefore their benefits may be lowere than they expect."
5904397,than,BETTER,they,are,the things that ARE because they are BETTER than they are.
5904830,as,small,you,like,"So peel them and then weíre gonna cut them into sticks, as small as you like."
5908226,than,more,I,can,Nowadays homosexual shamelessly hug and kiss each other on the street and now they are getting married... this is more than I can bear.
5926651,as,basic,it,gets,"As basic as it gets, it's primarily three brain areas: the ventral tegmental area, the nucleus accumbens, and the prefrontal cortex."
5927247,than,more,you,be,"""I hain't a colonel, no more than you be, Mr. Satterlee."
5933352,as,much,you,think,It's not as much as you think!
5934927,than,longer,we,might,Well let me give you two tubes just in case you need to keep going for er longer than we might think.
5935009,as,clean,they,should,And the pits are still not clean as they should be.
5935726,as,inexperienced,I,am,"So, inexperienced as I am, I came to take his place."
5937657,as,big,it,is,"Nobody knows why it's er it's as big as it is, female choice is a possibility, only a possibility, but er it's hard to know otherwise why, why it is that way."
5944132,as,crazy,they,are,You`re as crazy as they are!
5957644,as,many,you,can,"""Yes, as many as you can bring, Jessie."""
5963845,as,alive,you,are,The part of you that you *** make us as powerfully alive as you are.
5968939,as,Incredible,it,seems,"Incredible as it seems, it is perfectly true."
5973835,than,more,they,deserve,"If any school in this Authority, including  tries to take more than they deserve, tries to be greedy in taking more money from the rest of  schools, I will oppose it and I hope every member of this Council does too."
5979656,as,free,we,think,"But sociology teaches us that many of the things that we think are natural are actually man- and woman-made — which does not necessarily mean this makes us freer from so-called ""nature"" — in fact, we may not be as free as we think, even armed with this insight."
5986854,than,bigger,you,are,"He said, ""Professor, I don't mean any disrespect by this, but when your mama picks up a butcher knife that looks bigger than you are, and chases you through the house screaming she's going to kill you, and you have to lock yourself in the bathroom and lean against the door and holler for help until the police get there,"" he looked at me and he said,"
5988716,as,rare,it,is,"virtues of this class of girl, and rare as it is, it is one least"
5998413,as,late,you,like,Be as late as you like.
6003970,than,stronger,I,am,Oki is a lot stronger than I am.
6004308,as,big,I,feel,Do I look as big as I feel?
6005132,than,more,I,could,that was more than I could say.
6005583,as,tall,you,are,let's see if this is as tall as you are .
6006216,as,dressed,you,deserve,Now you're dressed as you deserve!
6006416,as,much,you,want,Eat as much as you want.
6006722,as,grand,he,is,"There are some few other grace notes that show themselves as we're learning what it is that makes Odysseus, Odysseus, someone so grand as he is."
6037915,than,faster,I,am,You are faster than I am.
6045055,as,much,I,know,"There's so much to do and something about money, that's about as much as I know."
6053753,than,more,I,can,though what yo' all are doin' over yere is more than I can understand.
6053800,than,more,I,can,"""That's more than I can say."
6059123,than,more,you,think,"Trust your children, they know much more than you think, because sometimes those who limit our children the most are we, the parents, and then we suffer the consequences."
6061462,as,much,he,will,"""He hasn't had as much as he will get!"""
6064207,as,lost,they,are,"If we continue like this, we are going to be as lost as they are."
6065111,as,civil,he,could,My companion is not always as civil as he could be.
6067055,as,funny,I,do,I learned cows don't find bottle rockets as funny as I do.
6072906,as,wonderful,you,are,"Joe, if you'd stayed with them you wouldn't be as wonderful as you are."
6073712,as,funny,I,do,I learned cows don't find bottle rockets as funny as I do.
6079576,than,older,you,are,These cups have lasted  they're three years older than you are.
6082085,as,long,I,can,I've always been considered an asshole for about as long as I can remember.
6089554,as,long,I,can,I've always been considered an asshole for about as long as I can remember.
6097335,as,long,I,can,I've always been considered an asshole for about as long as I can remember.
6115961,as,young,he,looks,is he as young as he looks?
6116287,than,smaller,it,should,right end of the label is much smaller than it should be.
6124645,as,fat,you,are,"He says he is modest, but he is not nearly as fat as you are."
6130049,as,Capable,i,am,"As handi-Capable as i am, huh?"
6136336,than,sorry,you,are,"Oh, I'm much more sorry than you are."
6138205,as,charming,I,recall,"Your uncle's cabin's pretty damn charming as I recall, not to mention free."
6143060,as,stupid,he,looks,Let's see if he's as stupid as he looks.
6149989,as,boring,you,think,She's not as boring as you think.
6152153,than,more,they,mean,"It is an extreme example Mr , trying to point out the sorts of problems that arise in relation to policies which say more than they mean."
6162224,than,drastic,it,is,"Erm  not a not a a good thing to do when I when I said necessary,without it a lot of people would er I don't know er aggravate I don't want to make it say more drastic than it is."
6179729,as,suspicious,it,looks,"Now the next thing we can do and it's already looking a little bit suspiscious but just to confirm that it's as suspicious as it looks,"
6191068,as,little,he,goes,That doesn't mean one can't be teaching a little as he goes.
6194715,as,much,you,want,you can have as much as you want .
6195661,than,more,you,do,Well the camera can probably see more than you do.
6198478,than,more,you,seem,"""Be more than you seem."""
6205446,than,worse,i,am,you're worse than i am .
6208812,than,quicker,I,am,You're quicker than I am.
6219862,as,little,we,do,So Chief Seo knows as little as we do?
6225947,as,looking,he,is,I'm twice as good looking as he is!
6231078,than,faster,you,are,They're faster than you are.
6231903,as,critical,you,wish,Feel free to be er complementary or critical as you wish.
6234811,as,frustrating,it,can,"As frustrating as it can be, we forget people's names, birthdays, and other things we'd like to remember."
6239812,as,long,we,want,so it could be as long as we want .
6241937,as,depressed,I,am,I can honestly say this is the first time I've ever seen anyone as depressed as I am.
6249332,as,powerful,it,is,"Your office, as powerful as it is, does not give you the right to bring chaos to the lives of others."
6250054,as,same,he,does,and he knew who it was see cos he goes up the pub same as he does.
6250214,as,large,you,like,And that function can be as large as you like.
6250217,as,big,you,want,"You can make cosine of x squared times 2x as big as you want, as long as you choose x appropriately."
6250522,as,negative,I,'d,"But the second derivative can be as big or as negative as I'd like, by choosing x appropriately."
6250739,than,patient,i,am,he is a lot more patient than i am .
6259161,than,harder,you,think,But being a lion may be harder than you think.
6262119,than,harder,you,think,But being a lion may be harder than you think.
6266842,than,better,I,am,Why try to make me better than I am?
6270854,than,worse,I,am,There are worse than I am.
6278161,than,More,you,think,- More than you think.
6278928,as,wretched,she,does,"Well, you feel as wretched as she does."
6281084,as,beautiful,you,are,"But I can see now she wasn't nearly as beautiful as you are, Mrs. Prentice."
6283456,than,braver,I,could,The Great One is even braver than I could imagine.
6300374,as,old,I,am,"over my surprise, old as I am, at the surly moral manners, the"
6302978,than,digestible,you,are,"He was sent to the mathmos, but I see he's no more digestible than you are."
6307211,than,digestible,you,are,"He was sent to the Mathmos, but was no more digestible than you are."
6311733,than,digestible,you,are,"He was sent to the Mathmos, but was no more digestible than you are."
6316052,than,digestible,you,are,"He was sent to the Mathmos, but was no more digestible than you are."
6318455,as,bad,it,sounds,"What happened, what  , it's not as bad as it sounds, it'll."
6318892,than,fated,I,am,More ill-fated than I am.
6322889,than,harder,you,think,"Well, I think some of them are looking harder than you think."
6329930,as,entertaining,he,could,"Pleasant and entertaining as he could be, he was feared."
6330644,as,easy,you,think,It's not as easy as you think.
6335021,than,better,I,am,"By the way, if you can hear a word I say you're better than I am."
6337469,as,bad,they,might,"I think its occupants, bad as they might be, are too"
6340908,as,such,it,is,"The literature of crime, such as it is, becomes"
6341654,as,Unsupervised,you,would,Unsupervised as you would say.
6357494,than,different,they,are,You're different than they are.
6362844,as,tall,we,want,I have mentioned before that we can make the tower as tall as we want.
6365355,as,many,you,need,As many as you need.
6367608,as,fertile,you,see,"If my people are educated, and educated in a way that would benefit them and such a kind of education that would give them skills, this is an agricultural country, very fertile as you see."
6368982,than,more,you,think,Got a lot more than you think.
6384539,than,smarter,we,are,"We know you're a real smart guy, maybe smarter than we are."
6387826,as,many,you,expect,"No, she didn't get as many as you expect."
6395398,as,nimble,they,should,My fingers on my calculator are not as nimble as they should be.
6395573,as,many,you,want,as many as you want .
6396512,than,complex,one,would,So some of this information might be more complex than one would expect.
6400373,as,calm,you,look,I do not believe you feel as calm as you look.
6402664,than,sorry,I,can,I am more sorry than I can say.
6404702,as,right,you,know,"–That's as right as you know, and then just a little bit righter than that."
6414475,than,another,thyself,might,it will take the place of all that another than thyself might desire.
6429786,as,deliberate,it,gets,That's about as deliberate as it gets.
6432050,than,bigger,it,looks,"So we actually saw it all, erm it's actually quite a lot bigger than it looks."
6446208,as,dumb,you,look,You're not as dumb as you look .
6450211,as,useful,you,shall,"It always takes up the same number of positions in the file name, and that's useful as you shall see."
6456621,AS,GOOD,I,EXPECT,OR AS GOOD AS I EXPECT.
6457898,THAN,MORE,I,HAVE,WHICH IS MORE THAN I HAVE.
6460801,than,older,I,am,nephew who lives here who is only a year older than I am.
6461397,as,noble,you,are,"I am not as noble as you are, Trude."
6466866,as,other,you,can,"To an extent tha they er offset each other as you can see, since the erm underlying operating performance, although less than the total  in operating profit er was, was, was quite varied."
6470659,than,older,i,am,is uncle george older than i am .
6498755,as,bad,it,seems,"Oh, Matthew, it's not as bad as it seems."
6510452,than,taller,i,am,the giant sloth was much taller than i am .
6512226,as,big,you,are,that pillow's almost as big as you are .
6527210,than,smarter,you,look,You're smarter than you look.
6530122,as,broad,you,can,"We call it Domain, and it's as broad as you can get."
6534189,than,Closer,you,think,- Closer than you think.
6535422,than,colder,they,are,"This is why, by the way, arctic animals tend to be big: because they're trying to survive in an environment that's much colder than they are."
6538758,than,worse,it,is,sometimes it'll look worse than it is.
6541277,than,accurate,we,are,We already have robots that are faster and more accurate than we are.
6542548,as,good,it,is,"But as good as it is, human cooperation has its limits."
6542690,than,more,you,know,"- Yeah, yeah, more than you know."
6549425,as,big,you,are,not as big as you are .
6557433,as,soft,he,looks,“Golly—he’s a rum ’un—but not so soft as he looks.”
6558944,than,better,I,do,"I guess, you know it's better than I do, but like production, marketing, distribution."
6568920,as,much,I,could,"thought I had had as much as I could stand.” She paused, then added,"
6583227,than,more,they,could,"Course they were worried because they they'd bit off more than they could chew, same as you say about this like you see."
6584749,as,much,you,can,looks like we need as much as you can get .
6589977,as,happy,I,can,I'm as happy as I can be.
6590263,as,acceptable,it,is,"It's not acceptable as it is, is it?"
6590272,as,acceptable,it,is,I don't think it's acceptable as it is.
6605811,than,smarter,we,are,"They're smarter than we are, let's ask them!"
6610478,than,bigger,it,is,I was going to have a few pictures taken... the kind that make it look bigger than it is.
6610921,than,affected,she,is,"So far, I'm more affected than she is."
6615031,than,More,I,can,More than I can say.
6618069,than,stronger,they,are,Then they come in contact with the next group to the south which is even stronger than they are.
6620497,as,unpleasant,it,is,"scavenger, unpleasant as it is, it undoubtedly represents a provision"
6621402,as,fair,he,can,"I think he's alright really, he, he, suppose as fair as he can be."
6623331,than,cheesier,we,are,- This guy may be cheesier than we are.
6624351,than,less,he,knows,I know less than he knows.
6626698,than,subtle,you,think,"But this is a lot more subtle than you think, because I've got to make a confession."
6632604,than,crazier,i,am,you're crazier than i am .
6635862,than,smarter,you,are,she's a lot smarter than you are ?
6637436,than,More,you,want,"""More than you want,"" the hawk-faced man corrected."
6637937,as,many,you,want,you can have as many as you want.
6641718,as,hearted,you,are,I'm not as kind hearted as you are .
6647057,than,smaller,we,think,"From this, they argue that the universe could be much smaller than we think."
6648235,as,controversial,it,may,"To me, as controversial as it may seem, it doesn't draw for there really is no moral line at all when the circumstances of the person are considered."
6650601,as,tall,i,am,she's only as tall as i am .
6655205,as,stupid,you,say,"exactly, it's the only way you can do it and I wouldn't do it any other way, because I don't bel I don't, I don't think it's fair, if I was using the phone continually I'd get rather annoyed, I mean that I'd, they'd have a right to be annoyed, but as I don't I think it's ridiculous so I'm not hardly surprised at all, so I think it's stupid as you say, but there you go."
6655926,than,faster,I,am,You're faster than I am.
6657704,as,Dead,he,is,Dead as he is.
