sentence_idx,sentence
2026389,"I think it's level, I think the, the benefit just stays the same  cos the, the cost hasn't increased it's been like that for  oh  she's been paying round about twelve pounds a month now for as long as I can remember."
2967,And other cliches.
6179729,"Now the next thing we can do and it's already looking a little bit suspiscious but just to confirm that it's as suspicious as it looks,"
2969,Charles !
1010586,"` Our family have built thousands of islands and long reefs , that the sea ca n't get over , strong as it is . '"
1993625,"I 've never been used to children , and to have the house kept in perpetual uproar is more than I can stand ."
6384539,"We know you're a real smart guy, maybe smarter than we are."
8891289,"Not everything's as simple as it seems, when you're a kid."
2976,Quoi?
2977,!
1084320,You're madder than I am.
2980,Sorry about that.
2982,"That's not you on the top floor, is it?"
2983,- Dancin'?
2988,I'm sorry pet.
11471788,I'd be as angry and distressed as you are.
2990,Where's Bhapu?
2991,Bhapu?
9235374,So they sent me somebody crazier than I am.
2996,"So 'e's told me to schlep round the streets for a couple of hours, and I said"
2998,Keep you company.
2999,I know it's a big cheeky but I'm a cheeky young monkey!
1133496,I've been lying on that sofa for as long as I can remember.
3002,How long you been growing that?
6704060,“That’s more than I can say.
3006,Do you wanna come in?
1092543,"I do n't mind the fuss now , and Bob is as kind as he can be ."
1223614,"In no time you guys, you really have to work harder to make sure that you can catch up with the ladies-- right?--because they will be better educated than you will be."
7310271,"-Yeah, more than you know."
7515070,"It's just that if someone as talented as you are, is at her side, she would feel as if she had a thousand man army at her side."
3013,Here's to the monarchy!
9653189,-The role of NASA in this deceit is greater than you imagine.
3015,- I'm not laughing.
3017,Is this what you're reading?
3935178,You're walking a thin line 'cause you're trying to convince that guy that you're as heavy as he is.
2870219,"Well, you're smarter than I'm."
3020,Is it really?
11553743,You can spend as much as you want.
2968528,"always make out everything to be more serious than it is."""
3025,"What's that, a damp patch?"
3027,'Ow's it goin' inside there?
7801813,It's extremely difficult for me to serve under these conditions... and to remain as decent as I am.
7932886,I have seen more than you know.
3031,I think me big brother's quite taken with you.
6065111,My companion is not always as civil as he could be.
3033,Are you with me?
9464789,"Well, kidnapping's much rarer than you think."
3035,Don't do that
4115420,"Now, the master method, as powerful as it is, it did have an assumption, you might recall."
3037,Or that?
10152917,"I imagine with your work, as fascinating and inspiring as it may be, you don't have much time to enjoy your own fireside, do you?"
3039,You don't 'ave to 'urt me
3058655,He is n't half so spry as I am .
3041,Bite me.
3044,'Oo's this?
3045,'Oo's this?
3046,"I can't, love."
5540838,The man on the subway is more curious than you think.
3967976,"And nobody will make a decision for you, and nobody's smarter than you are."
7097319,That doesn't mean he's God... or even smarter than we are.
3051,What's goin' on?
3052,What're you doin' 'ere?
3053,"Well, you see."
3054,"I was over 'ere, like this, but that didn't work for me, so I thought"
3055,"I'd try over here, but I don't think there's much future in this one either."
3056,Fuckin' 'ell!
1371116,"`` I get nearly work enough to pay my way , and Estelle sends me some when she has more than she can do ."
3058,So what do you do now?
3059,I'm gonna get some breakfast
3060,I could do somethin' to eat Can I come with yer?
3061,"Well, have you got any money?"
5696495,is it higher than you are ?
6605811,"They're smarter than we are, let's ask them!"
7891953,"So, are you as nice as you seem, Ben?"
11234294,These gooks are a lot smarter than you think.
11504629,"But I am sorry to say, tonight is as good as it gets."
3068,"You shagged her, though?"
6867965,Almost as keen as he is.
3070,"You don't believe me, do you?"
9669631,honest as I would like.
3075,'T's disgraceful
3076,What's this?
3077,That's where I'm gonna live
1379331,"`` Well my , dear , just listen and you 'll be as enthusiastic as I am , '' cried Maud ."
1920003,"were all supposed to look younger than we are, are we?, yes"
3080,I've lived in a cottage before
3787780,"s’pose you might git plenty of pie there, such as it is.”"
4303881,"have been paying no attention to those rifts, small as they are, that"
6982666,Obvious as it is.
3084,Before my cauliflower and radish diet.
5024780,Emma always said that I thought that the job was more important than she is.
1403918,"you are as old as I am, and have read as much, you will notice how"
11078666,"Believe me, he looks better than you do."
3088,Thanks a lot.
3089,What?
3090,I was a fashion disaster.
912402,"The shop seemed to be full of all manner of curious things -- but the oddest part of it all was , that whenever she looked hard at any shelf , to make out exactly what it had on it , that particular shelf was always quite empty : though the others round it were crowded as full as they could hold ."
3092,I lost 70 pounds.
6278161,- More than you think.
8367124,"I'm a lot stronger than you think, Mr. Gable."
3095,Four o'clock
3096,"You know, i used to be on an avocado diet"
773145,"The lonely mother on the Plains of Sylhet became uneasy at the delay of the return of the Stag Lapalang, and when she heard the echoes of the hunting-cry from the hills her anxiety became more than she could endure."
5442588,I AM NOT AS DUMB AS YOU THINK.
3101,- You've got a very nice smile - 'Ave I?
134174,"My power is great, greater than thou thinkest, and I have gold and silver in abundance.”"
3103,"Oh, yeah."
7113760,"Yes, and it will be simpler than you think."
3105,"Sorry, sir"
6450211,"It always takes up the same number of positions in the file name, and that's useful as you shall see."
764964,"in a low voice, “it is stronger than I am."
3109,"Your lady companion's joinin' you, sir?"
945190,How they contrived to keep themselves alive is more than I can imagine.
9669669,And things are a lot worse than you know.
3112,"But they're very, very fattening."
3113,Come on
3115,What?
10529838,It defeats the purpose if you wish for more than you can get.
3119,But I've only just got in the car.
3124,"All right Parker, keep your 'air on."
3125,Take a real deep breath.
3126,"Well, that was lovely."
3127,Yeah.
3128,Thank you
3820601,attend to their own affairs is more than I can understand.
3130,Keep in touch
3058746,`` I guess he is n't any smarter than I am !
3132,"Ooh, fuck"
1969213,"Federal and Capital we er, is, is a small business er, but highly profitable and er, it's a subscription business so that the cash comes in advance and er, the er, the only criticism I have of Federal and Capital is that it's, it, it, it, it would be nice if it was five times bigger than it is."
3134,'Oo are you?
3034175,"`` You take my advice , Little Joe Otter , '' continued Grandfather Frog , `` and always make friends with those who are bigger and stronger and smarter than you are ."
7138360,"You're just throwing in ""God's good all the time"" so you don't look as terrible as you sound."
3139,What a little bit of makeup can do.
3058756,"He is n't half so spry as I am , and I can jump three times as far as he can ."
3141,Yeah.
3142,I'm an acquaintance of Sandra's
8055875,"Yeah, and I love my job, which is more than you can say."
3146,"Well, Sandra's away at the moment, actually"
822346,"A half-mile of it was as much as he could stand, and he weakened under the strain."
3148,Really?
3149,Yeah.
3151,"Oh, that's the oven."
666706,"`` He 's a comical old fellow , '' said Scrooge 's nephew , `` that 's the truth ; and not so pleasant as he might be ."
265303,There is only one thing I ask in return for my help such as it is.
3162,"This is a very nice flat, don't you think?"
3163,Ahh.
4090971,"Taylor warns the travelers that while Terra Nova is a place of new opportunities and fresh beginnings, all is not as idyllic as it looks."
3165,"I hope you don't feel uncomfortable,"
7982171,Hearing his name from her lips for the first time... was almost more than he could bear.
9735263,"Well, I am just as curious as you are."
3168,"Oh, are you the plumber?"
9866331,The world is much more complicated than you know.
10464346,"If they've got tuppence more than you have, they think you want it."
3171,"No, no."
3172,"Fuckin' 'ell, you're the landlord."
3173,Good.
3174,I'd rather you thought of me as a friend
1346662,"tight fit for Bill, Hindoos not being as wide as they might be, but Joe"
3176,Oh shit!
8375396,It's smaller than I remember.
2026602,"Well, uh, I probably a little bit older than you are,"
3179,That hasn't just tried to jump on me.
765036,"""'Now, you see,' said OLD-man, 'that this is not so easy as it looks, but I am going to teach you all to play the game; and when you have all learned it, you must play it until you find out who is the cleverest at the playing."
10005611,You know more than I do.
3182,Yeah
3184,Good
3187,"A little burnt, but edible, i think."
76915,"Just try to take it off , and you will soon find out that I am more powerful than you are ! ''"
3190,In a quirky sort of way.
3329143,"It's not easy with someone as secretive as you are, but, uh... of course, things got a lot easier when you got burned."
2198648,"but, um, it was kind of hard for me to think, here's someone as wealthy as he is,"
3193,- Oh!
5270647,alive as you can be .
7482488,It's a lot more complicated than it sounds.
5704829,"improbable as it seems, there is more reason to believe than there is to"
3198,These are a very fetching pair of tights
3199,No.
11463814,Especially if someone is so gracious and beautiful as you are.
3207,Where?
3208,No.
1830025,"I knew Maggie was no better than she should be , but I ca n't believe she was as bad as that . ''"
3210,"A spider spun them, and that's where he 'ad a tea-break."
5483656,"giants five times as large as we are, and many times more powerful."""
3215,"The phone, the phone."
3216,I rather like this belt too
9817232,"I know I will never have your love, but your respect would make me happier than I am."
3219,The phone.
10914964,A name as sweet as she is.
3221,Hello?
3225,Who's this?
2829466,`` This is craft and cunning such as I love .
3227,"Uh, who do you wanna speak to?"
3869851,It's about as much as you can carry.
9292955,But I'll watch 60 Minutes with you as loud and as long as you want.
3230,"I can't believe it,"
3231,"Uh, yeah."
3232,"I'm stunned, I'm flabbergasted."
7720096,"If he really is as popular as you say, we would only anger the mob."
4590756,"""Mr. Finck's reading, wide as it is, is not wide"
9219238,"- Mr. Wilde, Allah gave you two eyes and one mouth so that you might see twice as much as you speak."
3241,He's there!
2821290,"` This very night , ' -- the words came slowly , vibrating with triumph -- ` this very night he will be as free as I am from all taint of sin -- assured as I am , when he quits this body , of Freedom from the Wheel of Things ."
3243,"Debbie, debbie, i need you"
699566,"Well, I, seriously, Mr Chairman, conservative group for the County Council of Westminster is a lot better than it is."
552113,"Then he said : ` Well , now , you 've been out in the wood all the day and I 've stayed quietly at home , and all the same I know more than you do . '"
3252,"Love, people can see you wearin' that thing, are you not embarassed?"
421044,"""I am very hungry, and I am much obliged to you for your kindness; and"" she was going to add ""there is a child outside who is hungrier than I am."""
3255,Don't give up
7179447,This is as messy as it gets.
9981112,It's simpler than you imagine.
9522362,The impact of an intake interview can sometimes be larger than you expect.
10390714,- About as much as you are.
3261,"We're gonna play doctors and nurses now, are we?"
3747007,"Perhaps, paradoxical as it may seem, this perpetual unreadiness may be,"
3267,"Listen, I'm really sorry, right?"
8334532,I think you look perfect as you are.
3269,"But I've had a bit of a rough week, and I just don't think I can go through with this"
9555141,"This meek self-destructive soul evokes different thoughts, about past things being not as simple as they seem, and makes you wonder whether or not you were the very cause of them."
3275,Fuck off!
9702603,We're much more similar than you think.
1379534,"""You're no fonder of the open than I am!"""
3280,You fuckin' bastard!
1027284,"""Same as we are!"
7597269,You're dumber than you look.
10718421,They're just as scared as we are!
3287,"So, what would you be doin' now if I wasn't 'ere?"
10431703,Human beings are more than he can bear.
10587353,That's harder than you think.
9202906,As full as you like.
3291,"Having a shower, relaxin'"
11267288,She knows a thing or two more than we do.
11078877,And she's prettier than you are.
3295,I haven't washed for about a week
2108642,Much darker than you think.
3301,Are you sure?
1273062,I mean you sound enormously younger than he is.
5573861,"as careless as you wish, and no one thinks anything about it."""
478440,"""Not so bad as it seems, for I should only plague him if I went, so I might as well stay and plague you a little longer, you can bear it better, in fact I think it agrees with you excellently,"" and Laurie composed himself for a lounge on the broad ledge of the balustrade."
2157801,"well, you know a little, uh, a little bit more than I do,"
4123880,I'm as confused as you are.
6655205,"exactly, it's the only way you can do it and I wouldn't do it any other way, because I don't bel I don't, I don't think it's fair, if I was using the phone continually I'd get rather annoyed, I mean that I'd, they'd have a right to be annoyed, but as I don't I think it's ridiculous so I'm not hardly surprised at all, so I think it's stupid as you say, but there you go."
3309,"What did I do to deserve you, love?"
3310,What?
10743025,Most stars never get to be as big as you are.
3314,Why?
8015090,- I'm a bit bigger than they are.
3316,Debbie!
3318,I never wanna see you again!
3319,Although it looks like you already are dressed up as your mother
3321,Can I have me bag?
1092859,"That is n't your way , and I want to be like you , '' answered Jack , with such affectionate sincerity that Ed could not help believing him , though he modestly declined the compliment by saying , as he began to play softly , `` Better than I am , I hope ."
3324,"And after you've dry-Cleaned those pants,"
2723069,Why the doctor had given it to him was more than I could fancy .
6860028,I ́m running a full-page ad in every major newspaper every Sunday... for as long as it takes.
3327,Oh dear
8686849,- It's later than you think.
6302978,"He was sent to the mathmos, but I see he's no more digestible than you are."
3331,Zeus?
7023878,I'm far more thrilled than I sound.
3335,No.
5549320,You're no more surprised than we are.
3337,All these pseudo-Doric midgets with their novelty underpants
2575626,Their content may be as meager as you please.
3344,Ha ha.
6647057,"From this, they argue that the universe could be much smaller than we think."
3346,"Well, i had a fabulous time, too."
3349,They're in America
544022,"Doubtless you can tell me more than I know."""
9514263,"Full power, as high as it goes!"
8654104,They've given me much more than you have.
3353,Yeah.
3354,Sleeping in my dad's bed.
11349275,You've bitten off more than you can chew.
3357,Dunno
3358,He's got so many pillows.
3359,"And they're just letting you stop 'ere, for nothin, yeah?"
1666336,"lump on his chin--""I guess you left me enough as it is, dearie!"""
3363,I don't know them
9235749,"Listen, I'm as shocked as you are."
3366,Ok.
3368,"Well, then, i guess i'd better go."
3370,Yeah.
2731309,They are quite contented as they are .
3375,No
6466866,"To an extent tha they er offset each other as you can see, since the erm underlying operating performance, although less than the total  in operating profit er was, was, was quite varied."
3384,"Um, you think you'd like to, uh,"
1813816,"So she went mad, for her trouble was more than she could bear."
3387,D'you know this?
9997631,"International corporate law is not as boring as it sounds, Jerry."
3394,You wanna go?
3397,You know them?
8793414,I'm as vulnerable as you are.
134471,"But I am likewise the knight who helped you to your victory over your enemies.” “If thou canst perform such deeds as that, thou art no gardener’s boy; tell me, who is thy father?” “My father is a mighty King, and gold have I in plenty as great as I require.” “I well see,” said the King, “that I owe thanks to thee; can I do anything to please thee?” “Yes,” answered he, “that indeed you can."
3401,That's--That's great.
3402,Good stuff.
3404,Cyclops.
3018061,The sight of it made his mouth water so that it was almost more than he could stand .
3409,You--I think you're getting wet.
9350481,"We all can't be as composed as you are, Mrs. Rogo."
3411,You better go inside.
11603,My job was tougher than you could imagine.
3413,So i'll meet you here about 12:00?
9997650,But Jerry's been more than I have.
10390872,Fast as you are?
6966618,I need to be smarter than they are.
3420,I've heard a lot about you
3421,"Right around here,"
3423,All right?
3425,Yes.
7433572,"It's not as easy as you think, but guess what?"
1355109,"But it 's not as bad as it looks , and one can get on quite happily if one has something in one 's self to fall back upon ."
5475685,"Frog, as great as you are, do I look like a pimp?"
3796327,"Ma'am, I am as shocked as you are."
6262119,But being a lion may be harder than you think.
8801641,"And in 5 years, you're gonna be way better than they are."
10456420,"It's not as big as you think, Jaune Tom."
3435,Spencer.
10095979,"You're tougher than you think, Bella."
10882409,- Better than you think.
3438,Fuck off!
6073712,I learned cows don't find bottle rockets as funny as I do.
11111797,This is more than I can bear.
8367478,Smart as they come.
3447,I busted my ass for you.
3450,- Ask 'im
11111804,"I am very sorry, but custom or not, God or not, the shame of the village is greater than I can bear."
3454,"I don't want to talk about it, all right?"
1502592,That smile on his poor vacant face was more than I could endure .
3457,Reward?
1936769,"After a while, he started writing himself, but gradually realised that writing a song isn’t as easy as it sounds."
4926850,"Well, good, because if you take this job with Castor, you're as crazy as he is."
3463,I'd like to see that.
7622023,"Please, so this doesn't get any worse than it is."
3465,I got nothin'.
3467,Excuse me.
4820363,"As you know, Madam President, that isn't as straightforward as you imply."
3473,It's me.
3474,Yeah
3477,It's for you.
1740183,"You 've been to college four years and I never was , but I know heaps more than you do , young ladies . ''"
3480,These are a very nice pair of shorts
101784,"I am as strong as thou art, and perhaps even stronger.” “We shall see,” said the old man."
3482,"Would you take your 'ands off me, please?"
5336471,"You think that Abbey Life's more important than I do, d'ya want this?"
3484,I apologise
1183132,"I 've had enough ; come away into the garden ; it 's full of roses , and we may have as many as we like . ''"
1273245,"It sounds like you guys are a little more gourmet than I am,"
10431902,I am more moved than I can say.
10669466,He's asking for more than he owes.
1650083,"Actually, I know far more than you think."
10882468,"You're a handful enough as it is, and besides, we're, like, practically a condom ad."
11324835,The jewelry business is trickier than you think.
814505,and that's as good as you'll get.
3499,Merely jesting.
3501,Very funny.
3502,Get me diane!
3504,"Well, after that meeting,"
3505,You what?
1666481,"Or the pink lady , kind and nice as she is , so stout and short that you 'd really no figure at all ?"
740788,"A GNAT came and said to a Lion, “I do not in the least fear you, nor are you stronger than I am."
4828599,You have thus acted against divine principles and your sin cannot be greater than it is.
1166776,She's more courageous than she looks.
3516,Yo u blew it with diane connors!
3522,Aah!
3523,"I loathe children, I must say"
3525,"I bet they're not too keen on you, neither"
10390982,- l'm no better than they are.
3527,"- I'm sure you like fucking, don't you, Louise?"
3529,- Are you goin'?
3531,"I'm rather enjoying myself, actually"
11079115,Now I must see if this place is as deserted as it appears.
3534,Uhh!
3535,"Look, you may be the landlord from hell, but that doesn't give you the right to lie on our couch"
1994193,It 's a real good chance -- better than you could expect .
3538,Your filofax!
929234,"But what they deal with in their second year might be more than they can handle, and Dr. Carson Beckett's retrovirus is more trouble than it's worth."
3540,You did!
372180,"At length they remembered the goat with golden horns and the bells , and they rejoiced ; ` For , ' said they , ` THIS time the old woman will be on the watch , and let him be as clever as he likes , the bells on the horns are sure to warn her . '"
9063890,"I'm as shocked as you are, but that group was all he cared about."
10440145,"Gentlemen, it's all even worse than you think."
3544,Ohh!
10456533,It will be later than she thinks.
3546,Uhh.
5271004,It makes it far more complex than it should be.
3549,They gonna take one look at 'im in 'is suit and one look at us and 'oo d'you think they're gonna believe?
7957985,Maybe it isn't as bad as they think.
3554,And you keep yellin' at me.
3555,What are we gonna do?
3556,"Well, just give me my world series tickets back"
3557,"It's very peaceful in 'ere, isn't it?"
1084899,Princess Jill as fine as you please !
10551595,It's about 10 times bigger than you are.
5090793,"And when I go to Wales for a holiday and there are Welshmen, they're just as good as I am, some can sing so much nicer, and I've worked with Scotsmen in engineering factories, and there's no better engineers than Scotsmen, but they don't necessarily call them British."
7081449,"and smilin', and he kind of give me half a bow, polite as you like,"
3564,Uhh!
3565,"It's funny, 'cos the silence usually freaks me out"
3566,"Give me my tickets, man."
7359981,"You can um, imagine um, that sparked a lot of um, reaction and not very well, negative as you can imagine."""
11251183,"You're a good man, Willie, a lot better than you should be."
9661937,"If they ask us to do that, and I'm telling you I know them well, it would be worse than you think."
1625586,You 're so much more dignified than I am .
3571,I hate that fuckin' clock
3574,You must be a big baseball fan.
4550135,"After the battle, a family known as the Green family returned to their plantation and the sight that met them there was almost more than they could bear."
3580,That's right.
3583,Why?
3585,"Well, they're either vicious or daft"
364034,"Well, maybe they're just a little bit more creative than you think!"
3588,"And telling everyone who you are,"
1199620,I don't know if maybe I'm biting off more than I can chew.
10432004,Much better than you deserve.
9342471,"I'm more embarrassed than you are, trust me."
6950408,"He is much nicer than you are, or Aunt"
3594,I would.
6835723,Areas were people are living to age 100 at rates up to ten times greater than we are.
3596,It's just that i got this date
3597,"I dunno, me dad took it"
9629195,Take as much as you want.
3600,"I'm taking to the world series, ok?"
3601,Would you like to be buried or cremated?
2838036,"Yeah I, I don't think he's making it  that, that much worse than it is, I think it is still quite bad at this point in time but it's  you know, since   revolution  yes the landlords still hold"
3605,"I 'ad this dream the other night, about these two skeletons 'aving a fuck."
6589977,I'm as happy as I can be.
5402138,And you can go as crazy as you want.
8261145,You're sneakier than I am.
3613,Yeah
3614,All of it.
3615,No
9432607,You smell as good as you look.
3618,"Stop biting my tickets, all right?"
8228386,Skydiving is actually safer than you might think.
8924707,And not nearly as racist as it sounds.
6082085,I've always been considered an asshole for about as long as I can remember.
9129506,You know as much as I do.
5246503,"You're as hungry as you can be, aren't you now?"""
11292201,He can deliver as much as I can move.
11292202,He can deliver as much as I can move.
2936364,`` I guess I owe these hunters more than you do .
3629,But that's me
3630,This is a nice set of wheels.
3635,I don't know.
9317939,"Dismantling an operation like this, it is not as easy as it sounds."
6745654,Haldeman and Ehrlichman are in it justas deep as I am.
3639,You all right?
1011256,"Big and strong as we are , once out of water , and we are perfectly helpless ."
11038265,"Kurtz, in 6 months we'll have more than he does."
3644,I can't miss the national anthem.
3646,Shut up.
9604672,Nearly as crazy as it sounds.
3649,I want you to go
3651,Why?
3652,Very funny.
3653,"Can you go, please?"
3654,!
3655,"No, really."
10759751,Such as it is.
3657,I'm an escaped convict.
10931786,"You're more beautiful than he is, and he's deaf too!"
3660,I broke out of prison
3664,!
9080400,You can be as involved as you want.
3667,Shut up.
3668,"Well, perhaps I was jumpin' to conclusions, but I got the impression I could kip down on the sofa or somethin'"
9334356,Longer than we can remember.
3670,- Go!
3671,Lovely.
1068631,"She 's ever so much brighter than you are , or she would n't always be at the head of your class , old Joe , '' cried the girls , standing by their friend with a unanimity which proved what a favorite she was ."
1248854,"`` Curly black hair , brown skin , big black eyes , handsome nose , fine teeth , small hands and feet , taller than I am , very polite , for a boy , and altogether jolly ."
1756760,"if you were as strong as they are, and they were as weak as you?'"
5893719,"Many employees are in the assumption that just because they were working and paying taxes, they are actually paying in to social security, but again, many government employees, state and local do not pay into social security and therefore their benefits may be lowere than they expect."
314973,"` As sure as I live , it 's a cow ! '"
3678,"All right, I'm going"
3679,"Uh, that's her."
2567774,"Gloomy as it may seem , there is an influence productive of cheerfulness and favorable to imaginative thought in the atmosphere of a snowy day ."
3681,What are you doing here?
3683,Watch it.
3685,She bites.
3686,"Thank you for the tea, and the bath, and the booze."
11456105,"Actually in a suburb of Bonn called Plittersdorf on the Rhine, which sounds much more picturesque than it is."
3690,"And listen love,"
3697,"I'm, uh, jimmy."
3699,!
3701,'Ave you ever 'ad an abortion?
8375925,It's smaller than I remember.
3703,'Ave you?
454263,"` Dear me , yes , and as much more as you want , ' answered he . '"
9555577,Your robots are more cautious than we are.
544380,"Next year , when he came home again to look after his mares and the foal , it was as fat as it could be , and its coat shone with brightness , and it was so big that the lad had the greatest difficulty in getting on its back , and each of the mares had another foal ."
814717,More than I know.
3712,"Hello, diane."
3714,You're looking good.
1855107,Finney was seeing the clown the same as I am.
3716,"Look here, i want to apologize for--"
3717,All my mates said I couldn't look after a baby
4230787,"It's, she says you can do as many as you want."
7605890,Thank goodness he's stronger than he looks.
3720,Walter.
7687812,"Well, you're a little gayer than I am."
3722,Thank-- Thank god--
9293451,But I'll watch 60 Minutes with you as loud and as long as you want.
3724,What the hell are you doing there?
36492,“There's many a one considerably older than I am.”
9440906,He's different than I remember.
3727,'E was a philosopher
3728,Like a bum at a costume party.
2018963,I 'm really just as bored and lonesome as you are .
3735,"'Ad one when I was fifteen, an' all."
3736,This honey nut bakery slogan?
3737,"Oh, Jesus, Sophie!"
3741,"I could've been married by now, with a four-year-old"
5213854,He's not as stubborn as he looks.
9670303,honest as I would like.
3745,Don't know
3746,I like that.
3747,Just 'cos you 'ave a kid with someone doesn't mean they're gonna stick around.
8343202,"for much more than he deserves, and I refute much of his statements here in print."
3749,My dad didn't.
3750,Your corporate and personal problems
708262,"Far calmer than you are, Phillips."
8335016,I think you look perfect as you are.
9088674,It actually tastes worse than it looks.
3754,You have screwed up in every possible way.
3757,Livin' with someone 'oo talks to you after they've bonked you.
3758,"That's not spencer, walter."
3759,I don't know what they want from you 'alf the time.
3760,"I'm disappointed in you, spencer."
3761,What they start off liking you for they end up hatin' you for.
3762,What's happening?
3763,"Don't like you if you're strong, don't like you if you're weak; hate you if you're clever, hate you if you're stupid."
1068718,`` She is just as sweet as she can be ! ''
3765,They don't know what they want.
1216182,"`` More than I do , I dare say ."
1920690,"Those are always going to be equal as we'll see, but they are going to have some interesting effects when we modify the view."
10030768,"I've had 12 beers tonight, and I'm seein' things clearer than you are."
9866937,The world is much more complicated than you know.
3770,You failed.
1150650,"You are as hot as you wanna be,"
10194611,I'm as frustrated as you are.
3773,"- Sorry - you must get that all the time, yeah?"
5828286,I'm in this just as deep as you are.
3775,- Yeah
11513528,"As busy as she is, she's still ambitious enough to attend graduate school."
10350275,"I don't know, might be harder than you think."
3780,Who--Who is this guy?
3781,You're a lovely mover!
5574341,As sure as you want.
9457350,"Kim, I'm just as confused as you are."
3784,You know what?
8785608,His bit off more than he could chew.
2232010,"Git a good strong girl that ai n't afraid of work , that 'll hold things together when ye 're reading po ` try -- that 's as much as you kin expect ."
7818957,- No more than you do.
3791,Are you goin' up the road?
3792,"Blah, blah, blah, blah, blah."
3793,D'you wanna lift?
9670351,And things are a lot worse than you know.
10309329,"Hank, I think I understand that what you did, as perverse as it is, you did out of love... okay?"
3796,It really pisses us off.
3797,Cheers
20180,Iím cleverer than I look.
1150678,I'm not as disciplined as you are.
6368982,Got a lot more than you think.
7737047,You're stronger than you think.
3806,I'm the mistake?
11587295,"Yet, though thou stand'st more firm than I could do, thou art not firm enough, since griefs are green;"
11611872,"This ""Volnay Clos des Ducs"" is better than it looks."
3809,You know what I mean?
5541602,"Eric Harrison of the ""Houston Chronicle"" praised the direction of Liman: ""The Bourne Identity shouldn’t be half as entertaining as it is, but director Doug Liman and his colleagues have managed to pack it with enough action to satisfy the boom-bam crowd without a huge sacrifice of character and mood."""
3811,Are you with me?
954083,"""My faults, such as they are, were born with me."
3813,"Listen, Captain, is it all right if I 'ave a go at doin' this, yeah?"
3814,"I've been put in jail,"
9604837,"Riley, it's not as bad as it looks."
10292965,"Well, Ruth isn't as strong as we would hope, at this stage."
3817,God love you!
1896169,"Something let us find Earth, dead as it is."
9416428,Do you know that's more than I make?
3822,Just the same way i've been obsessed
3823,Beg your puddin'
2428654,"I hold it not honesty  to have it thus set down, for yourself, sir, should be old as I am, if like a crab you could go backward."
4083440,"tricks, are stronger than we are."
52978,"“Now that’s a talent worth having,” said the King to the miller; “if your daughter is as clever as you say, bring her to my palace to-morrow, and I’ll put her to the test.” When the girl was brought to him he led her into a room full of straw, gave her a spinning-wheel and spindle, and said: “Now set to work and spin all night till early dawn, and if by that time you haven’t spun the straw into gold you shall die.” Then he closed the door behind him and left her alone inside."
93938,"`` Then someone will come out who will sparkle with fire ; you shall tell him your errand , and when he asks you how much you want to have you are to say : ` As much as I can carry . '"
3174132,"And it's my intention to keep up this analysis, er, for as long as it takes, probably to the end of my life."
8728302,"When you go out on a patrol, sir, you're not gonna be as good as you wanna be."
495350,"Anomalous as it may seem, this is precisely the case with the whale, who systematically lives, by intervals, his full hour and more (when at the bottom) without drawing a single breath, or so much as in any way inhaling a particle of air; for, remember, he has no gills."
7352055,I'm too busy as it is.
3832,"Weekends, holidays."
6557433,“Golly—he’s a rum ’un—but not so soft as he looks.”
3834,"When i'm not working,"
3835,"You know, another illusion shattered."
5926651,"As basic as it gets, it's primarily three brain areas: the ventral tegmental area, the nucleus accumbens, and the prefrontal cortex."
8851192,- I know as much as you do.
3838,I don't even know what to do.
3839,But I think I've got the secret.
3841,"The saucy little secret, this solipsistic, sagacious little secret is just, you got - you just gotta bang your fuckin' head against them!"
1642242,but it's not as open as it should be.
5517060,I wonder if he has a plan or if he's just as desperate as I am.
7466756,I will give you as many as you want.
10759940,"Yes, I do, but getting out of this, turning the cameras away from you won't be as easy as you think."
3847,"I've made my wife miserable,"
6991624,All I want to do is pound you so you can feel as bad as I do!
3852,"It's like the, the Great Wall of China, and the Wall of Jericho and the Berlin Wall, and the Wailin' Wall"
3853,I really...
3854,"Now you see the Jews, they've almost got it, an't they?"
2166541,"When his sister Katy Harris (Lucy-Jo Hudson) starts dating David's father Martin Platt (Sean Wilson), her father's friend, who is 20 years older than she is, it causes Tommy and Angela to split up."
6278928,"Well, you feel as wretched as she does."
3857,I just...
11251474,We'll make you as comfortable as you can be.
7294741,- I'm just as dumbfounded as you are.
5271318,- Are you as ugly-looking as you sound?
10800918,"Just remember, this place isn't as goddamn fabulous as it looks."
9596699,"It's not as much as we'd like, it's not as much as we need but therein lies some hope."
11267867,I know more than you think.
3869,I'll see you again.
3870,You're like sort of publicly promulgatin' vacuities?
741153,are good; but they lack both claws and teeth such as we have.”
1576739,"But they have you for longer than I have, and I couldn't wait."
2666275,"He came not hither of his full free will ; such as I am , I am his best protector , and I will see him justly used ."
3878,"Diane, i wanna apologize--"
3879,Blank it all out!
3885,You see that at the top of your legs?
3886,Don't!
3887,That's your arse and that's your fuckin' elbow!
3889,Do you want to write it down or s-
3891,"'Oo's that supposed to be, me dad?"
3892,Bentley isn't the only agency.
6311733,"He was sent to the Mathmos, but was no more digestible than you are."
3894,I never had a good feeling
3895,Shit!
2133815,Fruits are initially green but turn deep orange as they mature.
3897,Can you come back here?
5107510,"Unless he's dumber than I think, he won't wait until his lease is up."
3899,Did I upset you?
6590263,"It's not acceptable as it is, is it?"
8286007,"Hey, yo, those phantom punches are stronger than they look."
3902,"Mm, no need..."
