sentence_idx,sentence
4310580,the first 18 months
4310665,a whopping six hundred and seventy tons
4310790,an extra two thousand years
4310970,The last two men
4310997,the past 20 years
4311807,the past several years
4312886,The other 3 members
4312894,The other 2 members
4313515,the other forty Tariqats
4313781,these last few nights
4314318,The first three seasons
4315975,the last 2 years
4316301,"an estimated 5,205 households"
4316351,"an estimated 251,974 people"
4316406,the first two or three nights
4317209,the past two weeks
4317268,"a little bigger , five members"
4318965,an estimated 23 tons
4319352,the other two stocks
4319619,the last three decades
4319646,the next 18 years
4319686,the first few bars
4321358,the past nine and a half years
4321798,the outer two to three pairs
4322972,the last thirty years
4323793,the last few seconds
4324212,the last few lines
4325778,the top ten sources
4325932,an extensive canal system and several monumental temples
4326060,the next eight days
4326793,the first three years
4327046,the Past 25 Years
4327119,the last few years
4329063,the other two parks
4329150,the first four figures
4329234,the last 4 years
4329563,the next 3 conditions
4329804,the other two criteria
4330374,the last few days
4330582,the other two roads
4330831,the other three forces
4332813,the next two years
4332920,the next three years
4332934,the first three games
4332936,the first three games
4333185,the last twelve months
4333525,a clever water drainage system and many stone sculptures
4334221,the last few days
4334875,the first two inland offices
4337224,the last 4 years
4337779,the next nine years
4339152,the next three and a half years
4339391,the last 14 years
4340267,the last twelve months
4340615,the last ten thousand years
4341089,an additional 8 million subscribers
4341097,an additional 8 million customers
4343876,the last few weeks
4344524,the first two cables
4345665,the first ten years
4346403,the last twenty minutes
4346947,the recent 2000 years
4348035,the first four feet
4348579,The other two coaches
4350335,the first 90 abundant numbers
4350638,the last ten years
4351364,the next 24 hours
4351513,the last ten years
4352218,the other three subfamilies
4353500,the last few centuries
4354346,the past 12 to 18 months
4355011,the other 5 ships
4355367,the past 6 months
4355897,the last few years
4355922,the last few years
4358866,the last four years
4358942,the next four years
4358983,the last ten months
4359027,the last four years
4361395,the first two weeks
4361718,the first time two days
4362502,the first few moments
4362773,the last 30 years
4362789,the last six months
4363605,the last six years
4363761,a good many tourists
4364054,the next 11 years
4365168,the first few days
4365404,the first two premaxillary teeth
4366094,a whopping 800 micrograms
4366519,the next ten minutes
4366522,the next fifteen minutes
4366531,an additional 6 months
4366737,the first five participants
4367510,the next 3 years
4367511,the next two years
4368088,the last two years
4371696,the other two balls
4372089,The first three - cushion billiards
4372116,the standard 50 points
4372118,an unmatchable 21 three - cushion billiards
4372160,the lowest difficulty 4 - point shots
4373314,the last two years
4374460,the last 20 years
4374486,the last 20 years
4374539,a full - length body and two companions
4374820,the next several years
4375716,the next ten minutes
4377436,A new 1000 yuan
4377941,the next two generations
4378432,the same three components
4379749,a little few things
4379963,the other two workmen
4381072,the top 10 scores
4381100,the top 10 scores
4381165,the first three rows
4381186,the first three rows
4383861,the promised three days
4384089,the last five variables
4384097,the first five months
4384113,the last five elements
4384150,the last five columns
4384191,the last 5 set of variables
4384301,the first several rows
4384715,the first 5 columns
4384754,the last 5 columns
4385181,the first 5 columns
4385188,the next 5 columns
4385292,the second five values
4385348,the first two values
4385377,the next several values
4385824,the first 10 singular vectors
4385959,the top 10 singular vectors
4385980,the first five singular vectors
4387037,the other 8 members
4391479,the past few hours
4392234,the Swedish national championship six times
4393795,the first two weeks
4395168,the only two songs
4396105,the first two hours
4396165,the first two hours
4396232,the big five hundred gramme ones
4396555,the other two songs
4397021,a great many gods
4398785,the last few weeks
4399004,The top ten uses
4400190,a big house and four rooms
4400904,the past like fifteen years
4400929,a sudden illness twenty years
4402163,an extra two years
4402758,each other three compliments
4403079,a further 72 cars
4403317,an estimated 1196 passengers
4404867,the first three months
4405876,the last last few years
4407490,the last er three years
4408451,the true 24 hours
4408972,the next forty years
4409050,the first few weeks
4409412,these last few years
4409718,a merry one promises
4410044,the first four episodes
4411334,the last five times
4411789,the next five games
4411823,the next two seasons
4413407,"an estimated 20,000 prisoners"
4413816,the next 40 years
4414738,the next few videos
4415061,the northbound tunnel and −500 volts
4415131,"the early 1920s , a series of works"
4415263,An additional seven trains
4415333,the other two weeks
4415492,the same colour and two years
4415959,the past six years
4416269,this new name three years
4416370,the last three days
4416871,the next 5 years
4417174,the whole 90 minutes
4418804,a great many gestures
4419856,the last three years
4420269,an estimated five million pounds
4420350,the last five years
4420562,the last fifty years
4421826,the normal 8 - car trains
4422271,the second 7 Worlds
4423563,the first few hands
4423778,the next 20 years
4424207,a great many things
4425341,the nearest five minutes
4425663,the past two years
4429664,The top 47 countries
4429984,the first three sectors
4429991,the past ten years
4430355,the other two sectors
4430361,the first three sectors
4430391,the last ten years
4430442,the last ten years
4430671,the past 15 years
4431535,a good many boys
4432095,the other three jovian planets
4432387,the next few years
4432761,the next few years
4432771,the next 42 years
4433148,the other two criteria
4433943,the last two or three years
4434147,the last few minutes
4434565,the very first 30 minutes
4434754,the only two objections
4434852,The first few years
4434921,the last 10 games
4435953,the other four guys
4436438,"the final four , critics"
4438036,the top 50 comedians
4438401,"a great , many round ones"
4443621,the last two years
4443657,the next five minutes
4447419,these last few days
4447470,these last few months
4448610,the mid 1960 ’s
4449596,the next fifty years
4452464,the next few years
4452614,the first five minutes
4453621,the last three months
4454520,these last three years
4454738,the first 2 years
4456111,the last three months
4456392,the industrial revolution many factories
4457343,the next few days
4458585,The original length 20 minute episodes
4460517,the past hundred years
4462895,an awful lot more trees
4463334,The first three bubbles
4463427,the first three bubbles
4463583,the last five bubbles
4463598,the last five bubbles
4463723,the last two bubbles
4463765,the last two bubbles
4463882,The next three bubbles
4464147,the first three bubbles
4464874,the next several videos
4465423,the next few videos
4466040,the next ten days
4466505,these last few days
4466639,the late 1970 's
4467166,the late 1940 's
4467791,the past 20 years
4468716,a small market town 14 miles
4469067,the necessary 6.5 points
4469168,a dignitary shuttle and two protocol droids
4469282,The final four teams
4470614,The last 15 minutes
4471416,the steep 500 $
4472100,the following 14 universities
4473189,the first five lower teeth
4475783,The last 15 minutes
4479556,the last 100 years
4479751,The last 15 minutes
4482392,the best five years
4482662,the next 10 years
4483590,the last two years
4483746,a good few times
4483860,The last 15 minutes
4484159,the next five hours
4484445,The first few seconds
4486117,the past 2 months
4488295,"an estimated 502,629 residents"
4488343,The last 15 minutes
4490654,the last two decades
4490678,the past 10 years
4491135,the past two days
4491445,those other two couples
4491867,the past 10 years
4491892,the past 10 years
4492824,the past fifty years
4493146,The last few times
4496922,The last few times
4498674,the next eight years
4501820,a dawdling five hours
4502623,The other two varieties
4504417,the last two anniversaries
4504811,the last few months
4505029,THE PAST 20 YEARS
4510291,a bare hundred yards
4512683,the next four slides
4512777,the past 25 years
4513559,The previous two videos
4514243,"the past 3,000 years"
4515408,"the seventh , or 43 million years"
4516677,the last 25 years
4517652,an old - world hamlet eight miles
4518394,the long ten miles
4519150,the next few years
4519859,A short two miles
4520785,the first three Hindu goals
4521405,the first hundred feet
4521905,the top ten performers
4522002,the top ten American movie moneymakers
4522766,"An estimated 1,000 official entries"
4524047,a fine west tower and several points
4525807,the next ten years
4526060,the last 12 years
4526312,a circular earthwork 300 feet
4526685,the other 3 contestants
4526686,the other 3 players
4526756,the golden 5 slots
4526844,The following two amounts
4529476,the final two men
4529688,the next 12 years
4529892,the next few years
4530019,The other 8 games
4530032,the top six teams
4530376,The first 150 megawatts
4530989,the last 250 years
4531422,the next several weeks
4531683,The next two pairs
4531985,the last 250 years
4533305,the original two distributions
4533401,the German championship five times
4534375,the top ten percent of graduates
4535701,a short four miles
4536005,"that mystic 1,000 feet"
4536029,an additional five feet
4537474,the next few months
4538008,the last sixteen miles
4538181,the last few miles
4539178,the next few videos
4539423,the next few videos
4540046,a further 54 candidates
4541988,a sudden two years
4542351,an extra ten years
4542762,the late 1990 's
4542873,the past few years
4543249,the last 30 years
4543298,the last five minutes
4543389,the first forty minutes
4543619,the last twenty minutes
4544221,the next few weeks
4544254,an excellent hard four weeks
4544294,the first probably three quarters
4544795,"An extra 500,000 people"
4545131,that first forty five minutes
4545344,the bottom six teams
4545505,some excellent one twos
4545750,the last 20 years
4546009,The final twenty minutes
4546016,the first three years
4546718,another rude shock seven minutes
4547514,the last three years
4547759,the other five sports
4547946,the past few results
4548860,those last few minutes
4549290,the last few months
4549690,the previous two events
4549727,The first two matches
4549802,the early 1850 's
4549808,the early 1850 's
4550044,the early 1830 's
4550081,the last two years
4550142,the last two years
4550317,"the next possible two , three years"
4550450,the first few days
4550464,an extra 2 km
4550474,the next few days
4550479,"the entire 20,000 men"
4550560,the next few months
4550853,the opening twenty four minutes
4550904,that opening twenty four minutes
4551423,the opening fifteen minutes
4551606,a great many mathematical objects
4551696,the last few minutes
4551943,the last few weeks
4553180,"the other , more common types"
4553248,the last four minutes
4553723,the last erm four or five weeks
4554076,the first several years
4554269,the same thing several hundred years
4554846,the next 100 years
4555670,the other three types
4558427,the other two cases
4559136,the first three editions
4559548,the personal computer and many other innovations
4560634,The last two words
4560764,the first four Democratic primary contests
4560993,the other five barons
4561034,The other two card types
4563275,the first two roads
4563804,the last two decades
4565179,any other place three years
4565655,the last 10 years
4565660,the next ten years
4565721,the mid-19th century many medical conditions
4566029,the next few years
4566130,The other 60 % of people
4566369,the last 10 years
4566734,the last five years
4567016,the last 8 years
4567288,the last 30 years
4567995,the last two months
4569061,the last forty years
4569075,the last forty years
4569250,the last 40 years
4569254,the next 25 to 30 years
4570457,the last couple years
4572206,the first two steps
4572434,the first two stanzas
4572593,the next twelve months
4573277,the previous seven years
4573736,"an estimated 10,000 people"
4573786,the next few years
4574090,the past ten years
4574156,the last four years
4574223,the top three universities
4574428,the last erm few years
4574874,the last three decades
4574982,The first three steps
4575029,the other two people
4575599,the last 14 years
4576121,the first 12 weeks
4576225,the early 1900 's
4576315,The last two poems
4576493,the next few months
4578347,these past few weeks
4578431,these past few days
4578621,the same two meanings
4579565,the prior 12 months
4579858,the last 45 days
4579907,the next ten to eleven hours
4579961,the next 12 months
4579995,"all done , ninety pounds"
4580014,the past 45 years
4580642,the first 30 days
4580725,the next 30 days
4580801,the next three decades
4580812,the next 30 days
4580836,the next 30 days
4580908,The next 30 days
4584739,"A further 1,300,000 people"
4585556,the next two days
4589076,the last few days
4590467,the first fifteen minutes
4591282,the top three guitar players
4591650,the next 9 months
4592309,the next two tests
4592315,the next two tests
4592941,The other four tracks
4593325,A great many people
4595382,the first X plus one tests
4597114,that extra two months
4597346,the other two boxes
4597893,the last year and three months
4598032,this last year and three months
4598125,the next five years
4598147,the next five years
4600625,the first two weeks
4602862,These next few days
4609825,a 13th - century chapel and two private castles
4615349,the first two matches
4615789,"the same long , say 2 and a half seconds"
4616707,the first 2 sections
4617041,the first two seasons
4617053,the first few seasons
4617142,an earlier time slot and nine new episodes
4617239,the first 5 episodes
4617243,the first nine episodes
4618498,the main five analogue channels
4619299,the original 83 departments
4621513,the last four games
4622025,the first 2 times
4622223,The basic two designs
4622885,the next 50 years
4622943,the next 20 years
4623404,the first three books
4623590,The outer three tepals
4626268,The first twelve syllables
4626296,the next 40 minutes
4626370,the next three months
4627337,the same gem several times
4627477,a further three and a half years
4628341,the last 1.6 million years
4628646,a good many miles
4629091,the next 10 years
4629930,The other three polyhedra
4630182,the early 19th century many people
4631460,"a high five , both people"
4632187,the first two books
4632270,the other four Clans
4632495,the last few days
4633669,the first few episodes
4635124,the first time two women
4635309,the last four and half years
4635354,the past two or three weeks
4635562,the late nineteen thirties
4636342,the first three primary contests
4636526,the first time two women
4637264,the next two months
4638630,A great many dogs
4639232,the next 60 years
4639539,"the past 70,000 years"
4639541,"the last 5,000 years"
4640438,a royal casino and two beach resorts
4641629,those first four figures
4643852,the only two people
4644052,this last ten minutes
4644734,the first two months
4644802,the last three months
4645207,the French control two years
4645272,"the past 2,000 years"
4645397,the last three months
4645650,the first two months
4645812,the last two or three weeks
4645866,the past two minutes
4645876,"the next , next few weeks"
4646279,the last few years
4647005,These past few months
4648380,that first six months
4648462,the last few days
4650237,the next three months
4650348,the other three Grand
4650387,a long ten minutes
4652453,the last four years
4653559,the present 67 counties
4653660,The top four producers
4654122,the last ten years
4654154,the last ten years
4656907,The other 299 members
4657230,the previous two years
4657517,the last fifteen years
4658004,the first 3 days
4658098,the next few years
4658446,the top - ten teenage singers
4659264,the last five years
4659668,the past 20 years
4659750,the last 20 years
4660430,the last ten years
4660482,The first two elements
4660888,the first three days
4660973,the next few weeks
4661302,the first four teams
4661566,the past twenty years
4661764,a staggering twenty million pounds
4661961,the last two numbers
4662233,the last two decades
4663184,the last five years
4663538,the next few weeks
4663560,the past 100 million years
4663962,the heady nineteen eighties
4663981,the last few years
4664298,an extra seven and half hours
4664389,those inevitable two brothers
4664573,the mid nineteen eighties
4665782,the top ten boys
4666168,An agonising first nine years
4666307,a particular few words
4666347,the last three years
4666968,a mere fifteen pounds
4667847,the best two cattle
4667926,the best two animals
4668513,the first fourteen seasons
4668628,that uncelebrated event 2000 years
4669906,the Past 50 Years
4673526,the English league three years
4674630,the next few months
4674918,the 19th century many composers
4675073,the other two triumvirs
4675589,the last several videos
4676421,the last four weeks
4676591,the past 12 months
4677507,the char about thirteen fourteen charities
4678547,The other two Scottish divisions
4678586,the same time several Scots
4678878,the next few years
4678934,the next few years
4679027,the next 12 years
4679083,another great battle two years
4679092,a wonderful three years
4680740,the past 200 years
4680777,the last 100 years
4680876,the first few segments
4680902,"an estimated 80,000 total species"
4681363,the early nineteen seventies
4681555,the front two legs
4681589,the first three pairs
4682394,the next ten minutes
4682635,that particular time ten or eleven years
4683004,the first few times
4684706,the previous 12 months
4685167,the last few years
4685303,the last two years
4685635,the last 4 years
4685800,the half - dozen millionaire merchants
4686682,a popular level many years
4689399,the first fifteen - minutes
4689493,the whole nine yards
4689513,the whole nine yards
4689950,the last two sentences
4691361,the past 3 hours
4691898,the hired man thirty - five dollars
4693082,the past four months
4693915,the next few months
4696771,the last ten years
4697018,the first five franchises
4697083,a similar project eleven years
4697374,the next 50 years
4697441,the next 45 years
4697589,the next few years
4698110,the other two businesses
4698552,a very poor first four months
4698804,a good seven miles
4698836,the other two triumvirs
4699345,a great many other situations
4700016,the last 24 hours
4700771,the last two years
4700854,an additional twenty five million pounds
4700968,the last few tens
4701182,an additional twenty five million pounds
4701457,the past eighteen months
4701566,an additional twenty five million pounds
4701999,the other four axioms
4702405,the last twelve months
4703232,the next ten years
4703233,"An estimated 151,000 to 600,000 or more Iraqis"
4704440,the last twelve months
4707224,the last two years
4707473,the last few centuries
4707501,the past two years
4707840,the next two days
4707965,the next two days
4708057,the Baroque period many composers
4708247,the next two days
4708301,the first four rungs
4708378,the other eleven people
4708646,the first two estates
4708778,these next two days
4710019,the next 100 years
4710185,the next two matches
4710423,the last ten years
4711083,the first two numbers
4711104,the first five numbers
4712305,the other eleven names
4712444,the first few sessions
4712711,the first 20 years
4713564,an overwhelming 283 votes
4714046,the next two days
4714313,the last six or seven years
4714445,the last three and a half years
4714523,The other three pictures
4714568,the next twelve months
4714760,The next three months
4714940,a further ten pence
4715141,the past twelve months
4715147,a grand total one million nine hundred and seventy eight thousand jobs
4715283,the last fourteen years
4718371,the last five ten years
4718475,a at least two years
4718734,the last six seven years
4718977,the first five movies
4719040,the next three months
4719207,the last two years
4719626,the past 24 years
4720573,the next ten months
4720920,the past few decades
4721327,a tiny 9 feet
4721770,the next six months
4722656,the first 4 letters
4723381,an estimated 450 million Independents
4723762,the first three questions
4723854,the other three sides
4724244,the next two centuries
4724322,the next two centuries
4725552,the first two movements
4727055,an extra two hours
4727081,the first three years
4727279,the past nine years
4727301,the past nine years
4727846,the smaller and more focussed expedition strategies
4729384,the last several months
4729416,the last 20 years
4729468,the first 24 to 48 hours
4729502,the first 24 to 48 hours
4730010,the last two months
4730141,this very moment and nine streets
4730900,the last six years
4731269,a jolly six weeks
4731448,a hard surface many painters
4732364,the original 42 studies
4733004,the top ten amusement parks
4733371,the other two women
4734159,the royal music academy six years
4734267,the last few years
4734440,the last few sets
4735188,an additional four points
4736238,the next seven years
4737510,an estimated five million annual visitors
4740038,The last few episodes
4740446,the next few weeks
4741608,The first two incarnations
4742729,the last few days
4742747,a clear five days
4743741,the last 20 % of finishers
4743742,the top 15 skiers
4743763,the last 20 % of finishers
4743764,the top 15 skiers
4743958,The other three banks
4744250,an older sister and four brothers
4744638,the past 20 years
4744730,"an estimated 2,200 races"
4745115,the first four entertainers
4745220,the next two videos
4745782,the next few minutes
4746123,The first two parts
4746840,the first few laps
4748251,the last twelve years
4748979,those first few races
4749152,the first couple years
4749159,The first 108 locomotives
4749636,the next 25 years
4750574,the past few years
4751933,the last 40 years
4752120,the next several years
4752200,the next few years
4752392,the first year many people
4752526,the first four chapters
4752817,the original 75 divisions
4752943,the original 75 divisions
4753425,the first 26 episodes
4753462,the first 26 episodes
4753532,the first thirteen colonies
4753836,the last three years
4754156,some ab eight weeks
4754947,the next 60 years
4755357,the first ten years
4756034,the last 72 hours
4757053,the last few decades
4757759,the past two years
4758361,the late 1640 's
4760484,The top ten 2013 released films
4761217,the last 4 billion years
4761279,The first two DF4Cs
4761330,the other two or three hundred processes
4762002,the maximum 12 points
4762024,the same three countries
4762051,the maximum 12 points
4762470,the first three gods
4762658,the original 75 divisions
4764459,the past six months
4764716,The first two bombs
4765780,a cumulated 300 ECTS credits
4766495,the next 75 years
4767605,the last three years
4767806,the last 200 million years
4768191,the last thirty years
4768820,the next three presidents
4769991,the last ten months
4771491,the last few years
4772231,the top ten nations
4772390,a mistaken idea or belief many people
4773108,the next 28 years
4773803,The next two years
4774131,a normal 6 - sided dice
4775145,the following one - day races
4776417,The first 2 rounds
4776512,the last 48 hours
4777258,the early 2000 's
4777508,the only two bands
4779593,the last ten years
4780747,the first three fingers
4782529,"the early 1870s , librarians"
4783988,the next two months
4783997,the next several months
4786676,the next 40 years
4786811,the first release and several sequels
4786815,The first three games
4786956,the other two games
4788135,"the past 1,000 years"
4788628,the usual five toes
4789812,the past eight years
4790353,the last two years
4791447,the last few laps
4792903,the magic 14.7 meters
4793127,the past two years
4793336,a combined 12 seasons
4793406,a combined 9 seasons
4794003,the last two or three parts
4794472,the next 100 years
4796194,the first six available colour episodes
4796690,the next two series
4797820,the last 50 years
4798904,the first five minutes
4802855,the useful alphabet 89 + letters
4803026,those re - heeled about two weeks
4803397,the next 300 years
4803496,the last two weeks
4803505,the first few months
4804100,the final four finalists
4806273,a further 20–24 cm
4806280,the last few minutes
4807226,The first two movies
4807749,the last two decades
4807773,the last two decades
4809198,The Top 10 New Species
4809199,the top ten discoveries
4810512,the next few days
4810541,the last three years
4811046,the other two sergeants
4811847,the next three or four years
4811861,the last 5 Miles
4812220,an horrendous twenty four hours
4812522,the last 40 years
4813655,the last twelve months
4814510,the last two to three months
4815593,the next few weeks
4815681,the past six weeks
4816733,a mere 18 inches
4817145,the last eighteen months
4817280,These last three forms
4817542,the last two years
4817710,the last 25 years
4818146,the next two or three months
4819472,"the early 1920s , apprentice geisha"
4819730,the first two years
4820245,A double limber and six mules
4822777,the first two officers
4826212,the next few days
4826280,the larger more organized parts
4826646,the above six schools
4827846,the past five years
4828086,the last several thousand years
4828416,the next few years
4829000,An estimated 1 million Filipinos
4833858,a half dozen sharpened sticks
4835063,a wealthy tobacco planter 20 years
4835212,the next ten years
4836341,the last two years
4836789,the past three years
4837418,the next six months
4837531,the past three years
4837565,the first six months
4838011,the next ten years
4839171,the last ten years
4839256,the next few years
4840564,a nice few quid
4841099,a white crescent moon and five white stars
4841502,the last 20 years
4841998,The other two workers
4842016,a short story or several chapters
4842784,the grayscale 16 - bit handhelds
4843703,the past 1000 years
4843707,the last 150 years
4843708,"the past 1,000 years"
4843723,the last 1000 years
4843892,The other four camelids
4844409,the last five and a half days
4844908,"the last ice age and 6,000 years"
4846081,the 19th century many famous composers
4846277,"this big , round , maybe 30 - feet"
4846507,the last four years
4846980,the last two days
4847071,the last two or three years
4847367,The other two singles
4847874,"the largest , 164 feet"
4848515,the first four Soviet cities
4849117,the next nine million years
4849518,The other two gods
4849666,a great many people
4850039,the following five organizations
4850056,the next twenty - four hours
4850619,the next few years
4852564,the other two booths
4852976,the last 25 or 30 years
4853103,the other three official languages
4854287,a botanical garden and three green houses
4854315,the 19th century many European immigrants
4854481,the next nine million years
4855704,An English quartermaster and four Lascars
4855822,the same two names
4856307,those last five years
4856408,the following 5 areas
4857918,the same few staunch timbers
4858496,the English tongue few words
4858781,the last er twelve months
4859388,the same 9 - pin connectors
4859607,the next ten minutes
4860159,the past few minutes
4861523,the same thing many corals
4861929,the next few years
4861972,the first two units
4862013,The first few minutes
4862580,the following five areas
4862871,those last two years
4863035,the above four principles
4863868,the last eleven years
4865624,The last five stories
4866112,the next forty years
4866715,the same story seven times
4866806,the total eleven children
4868761,the other two plans
4869420,the same twenty thousand pounds
4869683,the first six months
4869699,the next six months
4870437,the last six months
4870789,the first two years
4870821,the last twelve months
4872104,The last two variations
4872192,a single piece or several pieces
4872731,the other two things
4873504,the next three nights
4873848,the next few weeks
4873878,the last twenty four years
4873921,the past 17 years
4876706,the first three to five minutes
4877738,the last twelve years
4878330,the other two doors
4878358,the other two doors
4878359,the other two doors
4879951,the next two years
4879990,the last ten years
4880118,the first two weeks
4880433,the first four seasons
4882288,the legendary Ten Tails
4885283,the top 100 Asians
4886985,the past 2 weeks
4888310,the last 10 years
4889360,an extra few days
4889524,the past few nights
4890198,The other two factors
4890601,the first few episodes
4890850,a serial port and two floppy disk drives
4890875,The next few years
4891005,the next ten years
4891187,the first two genomes
4891225,the last sort of six months
4892395,the last two days
4893146,the last few days
4893761,the first two years
4893851,these last few days
4894107,the last 20 stories
4894846,The first three notes
4894893,the last 50 years
4895049,the first five abdominal segments
4895368,the next 24 hours
4896489,An estimated 70 billion servings
4897021,the first five months
4897472,the first three weeks
4898804,an extra five square yards
4900678,the next twelve months
4900767,the main two types
4903265,the next two months
4903970,the next five years
4904122,the next five years
4904525,The first 19 digits
4904526,The last two digits
4905126,The other two singles
4905433,the first ten amendments
4905765,the last thirty days
4905895,the last few days
4906292,the last two areas
4906583,the next few lectures
4906629,the next six weeks
4906792,The last two million years
4906812,the last few million years
4906912,the last 200 years
4907043,the previous 300 years
4907214,the first three months
4907243,the next few years
4911782,the next few years
4911862,The next few decades
4912916,the next two years
4912967,the top 10 teams
4917076,the last 25 years
4917299,the last ten minutes
4917516,the last 50 years
4917918,each other and thousand Pounds
4918986,the popular vote and 46 electoral votes
4921953,the last ten minutes
4922561,the past sixty years
4922662,the next few lectures
4922944,a small knoll 200 yards
4924613,the first few weeks
4925898,the last ten minutes
4926096,the last er two years
4926656,the last couple a batches
4926788,a large yellow brick house three blocks
4927427,The next twelve years
4927863,the last five months
4929013,the original hundred houses
4929097,the last few days
4929511,the last two or three years
4929916,the previous five years
4929931,the first hundred houses
4929996,those first few years
4930779,the last two centuries
4931113,the little one - celled plants
4931198,the last twenty - seven minutes
4931904,the first few months
4934263,the early 90 's
4934477,the first three stages
4936308,the original 75 divisions
4936830,the top three positions
4937071,A further three songs
4937445,the last 50 or more years
4937665,a pressurized cabin and two decks
4937774,the next three years
4938070,the next two movies
4938284,the original 75 divisions
4938847,a shattered knee and two toes
4939184,the main nine times
4939557,the other three types
4940105,the first three years
4940290,the first 30 cars
4942169,"an additional 7,518 satellites"
4942265,an additional three resupply flights
4943967,the last five minutes
4945941,the main four opening moves
4946717,the first six games
4946719,the first three games
4946942,the past twenty - two years
4946944,the next few thousand years
4947582,the first 11 years
4948373,the top ten players
4949285,The next day more shells
4950776,the past 500 years
4952204,the same number several times
4952707,"a good 10,000 years"
4953134,The first six parts
4954623,the past 800 thousand years
4954912,The next day and many days
4954956,a good six months
4955451,the last few years
4955878,A little further on two soldiers
4957086,the top 11 songs
4957120,an estimated 264 people
4957165,the past two weeks
4957518,the next few days
4960096,the next two decades
4961365,a full 40 mm
4963243,the last ten years
4963359,the first three or four months
4964076,the first few centuries
4965788,the past few days
4965809,an additional 90 miles
4965994,The only 3 people
4970861,"an estimated 100,000 climbers"
4971272,"an estimated 438,000 species"
4971634,the first and more sitcoms
4972362,the first six seasons
4972765,The first two lines
4974234,The other two regions
4975473,the next 48 hours
4977365,the last five bubbles
4977381,the last five bubbles
4977413,the same shape many times
4977485,"The regular twist two , three turns"
4977510,The next four bubbles
4977591,the last four bubbles
4977601,These other two types
4977636,The next three bubbles
4977674,the last three bubbles
4979840,the first four perfect numbers
4979866,the first four primes
4979917,the first 2(n-1)/2 odd cubes
4980437,the past 2 weeks
4982198,the next two doses
4986350,the next 3 days
4987250,the softer and more indistinct the shadow outlines
4989801,the later two series
4990008,the top one hundred comedy movies
4990715,a red background and 3 armoured legs
4990735,these last several months
4991026,the other two Estates
4991346,The other 345 members
4991519,the next few years
4992267,The other two charged leptons
4993799,the last five years
4994020,the first two justifications
4994326,a large hill 585 meters
4994800,a private home five miles
4995567,the first 4 bars
4996288,the past few years
4996357,the last 20 years
4996413,the next 13 navies
4996663,a long table and two benches
4997778,the great hollow two miles
4998214,An estimated 180 million people
4998456,the great ten Gurus
4999431,the other three bears
5002356,"the early 1980s , hardcore bands"
5003772,the other three bears
5005018,The first six games
5006571,The northern two thirds
5008398,the supposed six supergroups
5008851,the other three bears
5013329,the first ten elements
5013762,the first four elements
5013794,the fifth former French colony 30 kilometers
5014668,the first three books
5017480,a combined 14 seasons
5017651,"an extra 75,000 kroner"
5019261,The other 74 people
5020872,The first two stores
5021839,the past six months
5022128,the other ten provinces
5022232,the other ten provinces
5023251,the first two games
5024011,the minus 15 seconds
5024018,the minus seven meters--
5024021,the minus 15 seconds--
5024042,the minus seven meters
5024280,the other ten provinces
5025542,the first seven tales
5026602,the other ten provinces
5026668,the other ten provinces
5026708,the other ten provinces
5026778,the other ten provinces
5026884,the other ten provinces
5027007,the other ten provinces
5027077,the other ten provinces
5027140,the other ten provinces
5027751,that constant twenty four hours
5028558,the first seven years
5029189,The other two players
5029843,the last few months
5030283,the final 22 bars
5031057,"the late 1960s , many other terms"
5031815,the last twenty years
5032083,the first two periodic table groups
5034090,the next thirty minutes
5034641,a good many times
5035842,the half - dozen prairie chickens
5035855,the other four men
5037095,these past few months
5039185,these past few weeks
5040770,each other two people
5041963,The last few weeks
5043763,the last 200 years
5044511,the following three charts
5045075,The first two singles
5045470,the first time three brothers
5046172,The last few weeks
5047627,The first 8 bars
5047629,The second 8 bars
5047641,the first 8 bars
5047643,The second 8 bars
5048681,the next four years
5049320,the next 10 minutes
5049980,the last two years
5052768,The first few decades
5054006,the first three minutes
5054302,the next 30 years
5055905,the past 40 years
5058161,a similar meaning and many uses
5058331,the last few days
5058662,the past few days
5059537,the past few days
5061038,the last one and a half hours
5061405,a specially sanctioned 2 months
5061483,the next 12 years
5061502,the last two movies
5061669,a good many enemies
5063318,the past several months
5063875,the past 6 months
5068600,the next few hours
5069298,the top 100 songs
5069368,the top five positions
5071578,The first ten years
5071580,The next seven years
5071581,the last two years
5071598,the first three years
5072669,the next six months
5072791,the past 100 years
5072859,the next six months
5075657,the only two actors
5075737,the French 75 's
5075776,the only two actors
5078279,the last 3 years
5078344,the last two days
5078410,the past three days
5079584,the past three days
5079995,the last eighteen months
5080606,the last ten or fifteen years
5081395,the last fifteen years
5081860,the last fifteen years
5082430,"An extra 50,000 men"
5082520,the next two years
5084028,the past five years
5084916,the last three months
5084992,the first three years
5085008,"the best 4,000 pounds"
5086135,these last few days
5086481,the first twenty minutes
5086497,the first five minutes
5087221,the final two years
5088801,the next 48 hours
5088966,the other two brigades
5089241,the first ten minutes
5089334,the straight two hours
5089552,the next two days
5089597,the next 48 hours
5089743,a good many units
5090146,the past two hundred years
5090696,the next three dozen years
5090956,the early nineteen twenties
5091673,the next three years
5092304,the next three years
5092350,the next three years
5093346,the other two Divisions
5094172,the last two weeks
5094997,the first few months
5095807,the last two months
5096153,the other two cardinal symptoms
5096478,the last six weeks
